,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194
485,2022-04-19,0.7422598,0.69934624,0.6979535,0.7333536,0.74759144,0.7324297,0.66757464,0.6722113,0.74372977,0.74685204,0.71926713,0.7096991,0.7688452,0.6922937,0.7335696,0.77966696,0.6771012,0.6848279,0.7409638,0.7181779,0.6785234,0.64869136,0.6594567,0.72434694,0.72682416,0.6872924,0.70260406,0.7818432,0.6477726,0.78407085,0.87124026,0.78451437,0.6847763,0.7371568,0.7115936,0.71374047,0.7046289,0.70276916,0.7264319,0.7273064,0.6918007,0.7305173,0.730536,0.60422486,0.68234324,0.8915679,0.82898974,0.7403433,0.7343418,0.73938286,0.7576954,0.75037056,0.7509485,0.7351309,0.71361554,0.7177703,0.7467796,0.6706012,0.56964934,0.7114761,0.8864113,0.8608019,0.7727896,0.669988,0.7013002,0.722968,0.757311,0.7511745,0.73657155,0.73001957,0.73656404,0.7536053,0.6054567,0.5638029,0.71526045,0.8753339,0.87514305,0.78228194,0.7210872,0.7092156,0.72090286,0.7522067,0.74900454,0.76688194,0.7301285,0.71029437,0.74935615,0.60023886,0.6973292,0.7831096,0.8531555,0.78949213,0.7474076,0.72652876,0.7251712,0.7726554,0.7816934,0.78818524,0.80005634,0.7546156,0.69517475,0.6416586,0.5570258,0.6713869,0.8112321,0.8084633,0.6650985,0.6030049,0.597218,0.72870994,0.78307813,0.7943654,0.8111002,0.8145245,0.78209895,0.6665506,0.563277,0.5409253,0.77094513,0.86143726,0.78742695,0.6794409,0.55198234,0.5431376,0.6651163,0.7273767,0.78051656,0.8035744,0.77155066,0.7201841,0.6411814,0.5055655,0.61957586,0.8398287,0.85508215,0.79276276,0.7453196,0.61485934,0.542745,0.6107256,0.7049206,0.73822474,0.81655884,0.75914776,0.7435916,0.70655847,0.5222976,0.7710611,0.84681094,0.8451762,0.8099186,0.7736893,0.60437477,0.5837951,0.6650331,0.7319898,0.8288643,0.88498515,0.82385683,0.7891273,0.77560854,0.61647797,0.89341486,0.9154612,,0.77905303,0.64542854,0.66249216,0.5966577,0.7601457,,,0.9045321,0.8452692,0.7905065,0.8108718,0.8814536,,,0.9146675,0.69439906,0.6486288,0.7644703,0.79130584,0.908813,,0.89279974,0.9095335,0.8277505,0.82232046,0.820194,0.8159959,0.9167723,,0.9189891
486,2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2022-05-03,0.7748113,0.7454519,0.79027957,0.81976146,0.8215439,0.81235176,0.7725837,0.79050404,0.81259364,0.81570053,0.8052079,0.8019067,0.7766346,,0.80725884,0.77174044,0.7103069,0.75980717,0.81931025,0.81287324,0.78769636,0.7662982,0.7839093,0.8030315,0.80570525,0.7999435,0.80420023,0.7781363,0.71962225,0.79712075,0.8005133,0.773378,0.7740401,0.80959505,0.8085068,0.7975877,0.795852,0.8019801,0.81243986,0.8064481,0.7849723,0.79838985,0.77010113,0.6784989,0.74170035,0.8179058,0.7900306,0.778437,0.81697917,0.8184599,0.8164138,0.8147088,0.8208974,0.8163943,0.80571467,0.7966702,0.80308175,0.75670815,0.6209933,0.73316264,0.827495,0.8008305,0.7893695,0.79162914,0.8006214,0.80402464,0.8099697,0.8124914,0.80197316,0.80354464,0.80282736,0.8017707,0.6869948,0.6094419,0.7412432,0.83055115,0.8197553,0.7915877,0.7891912,0.8071483,0.8000529,0.8028099,0.80045056,0.7926298,0.79633534,0.78691083,0.78983164,0.6610437,0.68636453,0.75553185,0.830607,0.81981903,0.78735363,0.80329597,0.80978096,0.8104869,0.8109249,0.8032826,0.8053449,0.79680574,0.7620028,0.72563636,0.6029729,0.70969397,0.7715889,0.82369727,0.83320636,0.79333097,0.80128986,0.81390697,0.80093944,0.8085234,0.81049126,0.8133838,0.79254675,0.7288515,0.6476396,0.5665939,0.75722873,0.80557114,0.8187705,0.8363849,0.7947042,0.78155094,0.82209545,0.80151474,0.80720186,0.8108439,0.79423237,0.7635805,0.70256025,0.5738393,0.6033814,0.7988728,0.8112906,0.8196256,0.82547575,0.7865189,0.7809412,0.81621605,0.811054,0.8102848,0.81163037,0.7822947,0.77864474,0.741232,0.5787083,0.7238778,0.8089479,0.8124996,0.81861705,0.80338204,0.7681824,0.80199295,0.8145501,0.8094185,0.8121711,0.8172604,0.79998326,0.79123294,0.78438735,0.6489545,0.8050518,0.814538,0.81877214,0.79556185,0.7928859,0.7644022,0.7885257,0.8042709,0.80633855,0.81832856,0.82197136,0.7943614,0.7763593,0.786354,0.7610301,0.822834,0.82883126,0.82512534,0.79228044,0.793808,0.7725565,0.7819998,0.80398643,0.80702645,0.8088739,0.80268073,0.7798698,0.7498107,0.76701957,0.8120414,0.83316493,0.8356375,0.82741153
488,2022-05-10,0.7748113,0.7454519,0.79027957,0.81976146,0.8215439,0.81235176,0.7725837,0.79050404,0.81259364,0.81570053,0.8052079,0.8019067,0.7766346,0.73526484,0.80725884,0.77174044,0.7103069,0.75980717,0.81931025,0.81287324,0.78769636,0.7662982,0.7839093,0.8030315,0.80570525,0.7999435,0.80420023,0.7781363,0.71962225,0.79712075,0.8005133,0.773378,0.7740401,0.80959505,0.8085068,0.7975877,0.795852,0.8019801,0.81243986,0.8064481,0.7849723,0.79838985,0.77010113,0.6784989,0.74170035,0.8179058,0.7900306,0.778437,0.81697917,0.8184599,0.8164138,0.8147088,0.8208974,0.8163943,0.80571467,0.7966702,0.80308175,0.75670815,0.6209933,0.73316264,0.827495,0.8008305,0.7893695,0.79162914,0.8006214,0.80402464,0.8099697,0.8124914,0.80197316,0.80354464,0.80282736,0.8017707,0.6869948,0.6094419,0.7412432,0.83055115,0.8197553,0.7915877,0.7891912,0.8071483,0.8000529,0.8028099,0.80045056,0.7926298,0.79633534,0.78691083,0.78983164,0.6610437,0.68636453,0.75553185,0.830607,0.81981903,0.78735363,0.80329597,0.80978096,0.8104869,0.8109249,0.8032826,0.8053449,0.79680574,0.7620028,0.72563636,0.6029729,0.70969397,0.7715889,0.82369727,0.83320636,0.79333097,0.80128986,0.81390697,0.80093944,0.8085234,0.81049126,0.8133838,0.79254675,0.7288515,0.6476396,0.5665939,0.75722873,0.80557114,0.8187705,0.8363849,0.7947042,0.78155094,0.82209545,0.80151474,0.80720186,0.8108439,0.79423237,0.7635805,0.70256025,0.5738393,0.6033814,0.7988728,0.8112906,0.8196256,0.82547575,0.7865189,0.7809412,0.81621605,0.811054,0.8102848,0.81163037,0.7822947,0.77864474,0.741232,0.5787083,0.7238778,0.8089479,0.8124996,0.81861705,0.80338204,0.7681824,0.80199295,0.8145501,0.8094185,0.8121711,0.8172604,0.79998326,0.79123294,0.78438735,0.6489545,0.8050518,0.814538,0.81877214,0.79556185,0.7928859,0.7644022,0.7885257,0.8042709,0.80633855,0.81832856,0.82197136,0.7943614,0.7763593,0.786354,0.7610301,0.822834,0.82883126,0.82512534,0.79228044,0.793808,0.7725565,0.7819998,0.80398643,0.80702645,0.8088739,0.80268073,0.7798698,0.7498107,0.76701957,0.8120414,0.83316493,0.8356375,0.82741153
489,2022-05-17,0.7410532,0.770938,0.85583407,0.87408084,0.8739007,0.8695438,0.85371107,0.86489797,0.87483156,0.8698581,0.8680774,0.86537474,0.84239876,0.610789,0.86935383,0.7740244,0.69991094,0.7887944,0.88,0.87386906,0.8685326,0.85410166,0.8620655,0.8663463,0.86490554,0.8686551,0.8653499,0.75993085,0.68911,0.8554288,0.80512404,0.7836306,0.817135,0.86986494,0.8723982,0.8696178,0.86201227,0.8681873,0.86918944,0.86672735,0.8680814,0.86047083,0.6991182,0.7625519,0.7828987,0.81570065,0.8058468,0.8346706,0.87530696,0.88132036,0.87451446,0.8658912,0.8759174,0.8695601,0.869292,0.87072694,0.86101663,0.7134129,0.7361837,0.80274206,0.83460367,0.8048249,0.8254156,0.8719565,0.8744218,0.8695971,0.86796093,0.8719877,0.8674296,0.8691173,0.8654518,0.8392044,0.7493873,0.7090511,0.83546597,0.8369652,0.8210808,0.82116604,0.85951835,0.8635992,0.86682415,0.86377025,0.85866445,0.8589884,0.8603968,0.85615474,0.82788354,0.7566018,0.7718651,0.8494529,0.8301222,0.8153489,0.8121975,0.8561861,0.8657407,0.86878014,0.8618737,0.86202395,0.8608019,0.86150897,0.8232103,0.79162526,0.64024276,0.80399466,0.8487258,0.82486767,0.82392174,0.8095969,0.85724294,0.8720733,0.8641684,0.86024344,0.86481285,0.86546874,0.86983097,0.77889234,0.7663771,0.6073605,0.84661716,0.85529745,0.82275283,0.8368479,0.8044674,0.8553114,0.87402064,0.8677868,0.8609619,0.86666185,0.85988873,0.85247844,0.7892356,0.6747169,0.6390478,0.87747,0.8627042,0.82664204,0.82730275,0.81313324,0.8633235,0.8718094,0.86305374,0.8675867,0.86828524,0.85782933,0.8660254,0.8009031,0.684778,0.8111121,0.8852256,0.86133754,0.8198508,0.80324894,0.8110277,0.8689469,0.8742147,0.8662394,0.8726185,0.8736734,0.8490779,0.86567193,0.81086105,0.8031078,0.89796466,0.87720996,0.8590415,0.8209208,0.8223464,0.8263065,0.863267,0.87013286,0.86841387,0.8756573,0.8754302,0.84830385,0.8512852,0.8237528,0.8680769,0.8879855,0.8753923,0.8661196,0.8634451,0.86637855,0.85567886,0.8554195,0.8708662,0.8666074,0.86468714,0.85738546,0.8377489,0.8149447,0.8222682,0.86933136,0.8752764,0.8721435,0.8678966
490,2022-05-24,0.6884261,0.7327029,0.8615389,0.8955261,0.8917575,0.8889826,0.8736821,0.8862203,0.89506435,0.8881893,0.8887613,0.91707265,0.90719014,0.6034909,0.89191914,0.6862776,0.6812685,0.79427063,0.8924902,0.89049923,0.8891725,0.87559175,0.8849057,0.8880349,0.88677394,0.8888591,0.90573484,0.7933577,0.6734258,0.8516115,0.7165951,0.7202902,0.80495214,0.88931674,0.893005,0.88983136,0.88363194,0.88720787,0.88956183,0.88925064,0.89009243,0.89423454,0.6991728,0.7505673,0.7771063,0.7430833,0.7511254,0.8242903,0.89193213,0.89790577,0.8954998,0.8847406,0.89237916,0.89231277,0.8939319,0.8906723,0.8848837,0.7304636,0.69393957,0.77510065,0.74662626,0.74513817,0.8190616,0.8897693,0.89013714,0.8897649,0.8878964,0.8903027,0.8910228,0.8924776,0.886488,0.8635142,0.7718195,0.71526617,0.841182,0.7400421,0.75774854,0.78849924,0.88027495,0.8838817,0.88865966,0.885815,0.8819239,0.8833709,0.88277054,0.8756806,0.8542637,0.7762468,0.7970672,0.87043065,0.7350498,0.74336,0.78110373,0.87297726,0.8854729,0.88504094,0.88209945,0.88134325,0.8830038,0.88170224,0.8393027,0.82188416,0.6505807,0.81330645,0.8759319,0.72673136,0.73735696,0.77936137,0.86965126,0.88504356,0.8848195,0.87998945,0.88489825,0.88727665,0.8838632,0.79697365,0.76908433,0.6089037,0.8587571,0.8791593,0.7412254,0.7613595,0.7580366,0.8675672,0.8862827,0.8847348,0.88210714,0.8885088,0.88618845,0.8645397,0.7819609,0.67084986,0.6194431,0.8751068,0.88236874,0.74744844,0.75418943,0.7743615,0.8709576,0.8855688,0.8848349,0.8860692,0.8902836,0.8846868,0.8656729,0.7932231,0.65112686,0.77063763,0.87621504,0.8798074,0.7449573,0.75700265,0.78902507,0.8756969,0.8901041,0.8867756,0.89164734,0.89331335,0.88337106,0.87124985,0.8129523,0.806934,0.87701625,0.8785242,0.87394345,0.78335255,0.81613654,0.8335238,0.8807144,0.89010394,0.8873857,0.89595217,0.89317346,0.87785983,0.86184424,0.837298,0.8459551,0.8809235,0.87819034,0.8758184,0.8806271,0.8878506,0.88192934,0.8840284,0.89385426,0.8904756,0.8853897,0.8789224,0.8628619,0.8429722,0.8319516,0.874948,0.8818176,0.8799221,0.8808783
491,2022-05-31,0.7151039,0.7483486,0.8699876,0.90648127,0.90384424,0.9054634,0.8921049,0.89953256,0.9083194,0.90759414,0.90548503,0.91219765,0.80986327,0.7075192,0.8199838,0.70807856,0.6795136,0.8142026,0.90423465,0.90507895,0.90134937,0.8917579,0.89797974,0.9037331,0.9021307,0.90392387,0.91038054,0.80005306,0.6983023,0.81807286,0.7349791,0.74440485,0.8216528,0.9025632,0.90349275,0.9014877,0.8935791,0.90155506,0.9039349,0.90514344,0.9050072,0.91629374,0.81810117,0.6827601,0.7970024,0.76798797,0.76585376,0.8288829,0.9072502,0.9077158,0.905503,0.90016335,0.90618616,0.9048636,0.9060149,0.9061086,0.91848165,0.8216308,0.6595567,0.84483373,0.77450264,0.7505219,0.81822234,0.89961004,0.9040499,0.90338576,0.90151614,0.90309936,0.90478545,0.9044523,0.90289325,0.8938961,0.7994523,0.7616302,0.89578474,0.7572717,0.76152253,0.81263095,0.8894123,0.8976781,0.9014792,0.9005578,0.8992722,0.8976372,0.8956731,0.896349,0.88022923,0.7792855,0.86773545,0.90733886,0.7499027,0.7526522,0.78639996,0.88904905,0.8986608,0.899419,0.89873856,0.90051025,0.8987871,0.9003432,0.87159556,0.8520879,0.68498206,0.8417658,0.8949122,0.7523164,0.7545816,0.7770945,0.89004713,0.900811,0.9020729,0.89727896,0.9030113,0.9000672,0.8988412,0.8471619,0.7329257,0.67583245,0.8716975,0.8943874,0.7655322,0.7731622,0.79025644,0.8819539,0.90108424,0.9006788,0.9006631,0.9024485,0.89929265,0.8857386,0.8207806,0.6006691,0.7537818,0.8896125,0.9001369,0.77696484,0.769224,0.80867577,0.8876171,0.9008838,0.89737886,0.90124947,0.90401506,0.90022933,0.8838977,0.8205274,0.57748705,0.877539,0.8869494,0.89815897,0.7777272,0.78918934,0.8041211,0.8928008,0.9020495,0.89921427,0.90273875,0.90888816,0.9012063,0.8820247,0.8524061,0.7889462,0.8900529,0.8892894,0.8935651,0.8058974,0.8468669,0.85353994,0.89654887,0.90366304,0.9019282,0.90807194,0.909094,0.8938098,0.8813377,0.8589157,0.85240215,0.8861021,0.89030975,0.89092433,0.8911626,0.9073869,0.8945387,0.8988126,0.90602374,0.9011949,0.90432084,0.9031392,0.88307977,0.8603113,0.8687967,0.8844689,0.88847744,0.891732,0.8930432
492,2022-06-07,0.5669888,0.507242,0.48245695,0.4727747,0.57828975,0.57199955,0.68789536,0.79477936,0.7908075,0.81121314,0.8725729,0.5691835,0.4196479,0.37979004,0.38407817,0.7052459,0.6911327,0.5548507,0.50143164,0.53398156,0.5928356,0.7745742,0.8470416,0.79500693,0.7557599,0.7931928,0.50808704,0.46344963,0.4521177,0.475684,0.75409347,0.6931462,0.5773586,0.5760316,0.6392434,0.67708486,0.6788846,0.68499464,0.6843907,0.70060444,0.7176568,0.59301317,0.5646525,0.5484255,0.5917176,0.6980501,0.6173727,0.6379946,0.69704133,0.6248281,0.6642018,0.7106885,0.64330393,0.6141444,0.56247056,0.4885983,0.5583967,0.53948534,0.4286829,0.5548446,0.65168375,0.66093683,0.694063,0.75592524,0.70619,0.71624094,0.6866476,0.64585847,0.6294772,0.5518951,0.4855257,0.43133736,0.3939826,0.3514269,0.3642653,0.6203078,0.62731725,0.679476,0.7667789,0.77709496,0.6657134,0.58025676,0.51281124,0.4845889,0.4388649,0.40829802,,0.31374225,0.36877522,0.41035855,0.63047075,0.65094966,0.6340978,0.7063436,0.69235533,0.56251085,0.46928236,0.4318668,0.42253554,0.38186103,0.3327869,,0.33008718,0.45383248,0.5158895,0.66887444,0.6547641,0.57692105,0.59256005,0.5571752,0.5303817,0.47793794,0.43647656,0.3871962,0.34941545,0.33381274,0.35971427,0.41911295,0.49638447,0.50492233,0.7149913,0.70421606,0.55764526,0.5461895,0.470506,0.45582667,0.4023285,0.34653494,0.35288593,0.3752112,0.3931373,0.44514677,0.52562195,0.52434766,0.54606235,0.7254611,0.71713865,0.6397599,0.5958998,0.47391784,,,,,0.35678864,0.40284067,0.50774384,0.61879015,0.6087078,0.5583857,0.69508445,0.6950819,0.6492162,0.66639215,0.5588589,0.36150303,,,0.35827017,0.36022517,0.43739188,0.623759,0.7558722,0.65446573,0.6421798,0.7352863,0.7602415,0.69903547,0.7391154,0.65905875,0.45028707,0.37163907,0.45189357,0.4895631,0.49380657,0.57174975,0.76718694,0.73127013,0.64855194,0.6613882,0.8337445,0.82328886,0.74623764,0.7884733,0.809827,0.6476868,0.6627193,0.6463576,0.60885763,0.55444306,0.585402,0.6887587,0.6988131,0.639911,0.73602045
493,2022-06-14,0.66512305,0.72148705,0.87214506,0.9113055,0.9127516,0.9091877,0.9012559,0.9077188,0.91603523,0.91379017,0.91319907,0.91110253,0.8224224,0.5301188,0.7400166,0.66641825,0.66210335,0.8191595,0.9088482,0.91457903,0.907201,0.8985811,0.90379006,0.90951985,0.9100793,0.9101976,0.900946,0.77521855,0.5304692,0.76040196,0.7002249,0.70915157,0.79131824,0.91167545,0.9112937,0.9084877,0.89790195,0.9107348,0.9103356,0.91120565,0.91048706,0.8931644,0.71579987,0.61937356,0.7673596,0.7243397,0.74420273,0.81870645,0.9080869,0.915388,0.91029745,0.9043531,0.9131589,0.9109456,0.9120219,0.91390496,0.8903403,0.669195,0.70013934,0.8164993,0.7211019,0.7236864,0.8188973,0.90937036,0.9127076,0.90996635,0.9071535,0.90751004,0.91340333,0.91281843,0.91316545,0.8732023,0.7331804,0.8047685,0.88656354,0.71124744,0.74219704,0.77708364,0.89952403,0.90410346,0.90934694,0.906333,0.9073666,0.90802985,0.90793437,0.90806067,0.8481225,0.7969612,0.85794663,0.9006242,0.69713515,0.7267876,0.7522894,0.89098835,0.9079792,0.9078269,0.90348023,0.91041106,0.9085064,0.90854925,0.8842451,0.76668996,0.74773043,0.83993787,0.9030811,0.6884147,0.71180683,0.7713613,0.88324463,0.90853155,0.9060953,0.9035278,0.9123057,0.91188514,0.9076616,0.83792216,0.6875675,0.75586414,0.8639055,0.9139997,0.7112497,0.7285382,0.7808664,0.87936527,0.9106439,0.9062426,0.90662116,0.9116986,0.91078675,0.89859456,0.8089461,0.61489475,0.75274056,0.8960078,0.9062812,0.7230634,0.74491787,0.77724427,0.8903256,0.9075525,0.90509677,0.9089894,0.9121161,0.9091955,0.88561034,0.7792458,0.6736239,0.78353775,0.89951277,0.904116,0.73096347,0.7634227,0.7838948,0.89053506,0.91084653,0.90702957,0.91093826,0.916287,0.91022193,0.8747399,0.83227724,0.82218003,0.87973636,0.899341,0.8998453,0.78867376,0.82513297,0.8484501,0.9020591,0.9123302,0.9111769,0.91579837,0.92203224,0.89628106,0.8653703,0.84723806,0.8827474,0.8927211,0.89627963,0.9003647,0.8944236,0.9107587,0.8972682,0.9081136,0.9161137,0.9139162,0.9120833,0.911549,0.88744277,0.8839487,0.88656646,0.9003469,0.89920676,0.8993736,0.90375787
494,2022-06-21,0.5938312,0.6510313,0.79424816,0.8221545,0.82356465,0.8210087,0.80638427,0.81740236,0.8248366,0.8216287,0.8246915,0.82675236,0.7256912,0.53990597,0.682747,0.5801546,0.5876714,0.72978395,0.8229196,0.818282,0.8202686,0.79832906,0.8165092,0.81886786,0.82080436,0.82919914,0.82389665,0.64421964,0.58832836,0.69033736,0.60573155,0.629367,0.7261189,0.8207049,0.8219133,0.8179029,0.8118394,0.81832457,0.81771094,0.8192139,0.82941586,0.82791007,0.6265991,0.6416819,0.67582446,0.6227181,0.6314058,0.7491096,0.82509583,0.8247448,0.8210547,0.81874496,0.82147795,0.8216068,0.8244336,0.8324037,0.8354452,0.70275,0.62814975,0.7243289,0.60117465,0.6292557,0.71843547,0.8248523,0.82154304,0.81988436,0.8179502,0.8208074,0.81863415,0.82212037,0.83624935,0.81404996,0.7390501,0.68824154,0.7863993,0.6095328,0.63148654,0.6985887,0.80969375,0.81815624,0.8166908,0.81504095,0.81842434,0.81615704,0.8172027,0.8311659,0.81281996,0.7591792,0.7604142,0.81460404,0.5798116,0.60136586,0.69501585,0.79551905,0.81794935,0.8149024,0.81578016,0.816803,0.8157221,0.81748974,0.79970056,0.7983847,0.70140326,0.77969307,0.81622565,0.5836382,0.609551,0.6914799,0.7968502,0.8136157,0.80921334,0.81438464,0.82082194,0.8218016,0.81714284,0.77962524,0.7459551,0.6298674,0.82059354,0.8173204,0.6016576,0.6319746,0.6809861,0.79942757,0.8130054,0.81050545,0.8166983,0.8199582,0.8246325,0.807007,0.7604764,0.6677877,0.6239675,0.82669497,0.82414967,0.61121255,0.63410586,0.6927445,0.8043944,0.81667,0.81165737,0.8185313,0.8230842,0.82327735,0.8016854,0.75536865,0.6846241,0.7158376,0.82590896,0.8214296,0.63212055,0.6548499,0.7099667,0.80222684,0.8195319,0.8192234,0.81936526,0.83069295,0.8268363,0.7828762,0.7537852,0.767122,0.81395495,0.8191816,0.8122844,0.6991967,0.74508154,0.7608127,0.8087084,0.81851006,0.8214811,0.8251163,0.8354818,0.82394785,0.79405046,0.78333056,0.7945968,0.81145984,0.81752056,0.8143053,0.8086904,0.8157355,0.8055013,0.81414664,0.81925184,0.8257829,0.8280237,0.8321167,0.81553555,0.81319004,0.8103291,0.8048642,0.8079854,0.81429386,0.81207204
495,2022-06-28,0.51794314,0.6322388,0.8408616,0.8691329,0.8675355,0.8658323,0.8402971,0.8637844,0.87581193,0.87216944,0.86914355,0.86719096,0.75156623,0.4596078,0.665184,0.49589625,0.5285232,0.7513984,0.86918676,0.86655116,0.86002845,0.8405188,0.8584767,0.86614704,0.8693818,0.870591,0.8542199,0.64132583,0.50968987,0.6723153,0.5405944,0.5697927,0.7400455,0.86914325,0.86567485,0.8595287,0.8502288,0.86628455,0.874124,0.87116665,0.87048733,0.8545191,0.5884644,0.5912344,0.633104,0.55661106,0.5705798,0.766029,0.873605,0.8717751,0.8675138,0.8550528,0.8776655,0.8720483,0.8753533,0.87506443,0.85652214,0.6423493,0.6236912,0.72594047,0.5179718,0.57432777,0.7340562,0.87302536,0.8684078,0.8669655,0.85973555,0.87436515,0.872546,0.8749449,0.87066334,0.82334983,0.70444643,0.69152284,0.8215671,0.5465203,0.59117895,0.6883143,0.8570337,0.86574453,0.86774266,0.86302257,0.85919905,0.8646924,0.8695684,0.86002105,0.828579,0.7467229,0.77727664,0.8590941,0.5173852,0.5449561,0.6927481,0.8498469,0.8630077,0.86665255,0.8598745,0.8653787,0.8641606,0.8659893,0.8242248,0.80222124,0.64758414,0.8077071,0.8565997,0.525316,0.5611895,0.68325907,0.85006016,0.86213344,0.8632926,0.85746473,0.86673564,0.872433,0.87208915,0.7685689,0.7589849,0.5948792,0.85036045,0.85540044,0.54865927,0.57666534,0.6754462,0.8584915,0.86247635,0.8585321,0.86024994,0.86969644,0.87060034,0.8638779,0.78158927,0.65988785,0.6426062,0.8773895,0.85870117,0.56007755,0.590686,0.705359,0.8532867,0.8603512,0.8580033,0.8647749,0.8706596,0.8678728,0.8449155,0.79848653,0.7173461,0.82836086,0.8890471,0.8601994,0.5929278,0.6224914,0.7222555,0.8562381,0.8675906,0.8585201,0.87080723,0.87461877,0.87640214,0.8062674,0.7795187,0.8421063,0.90121245,0.8764467,0.8535377,0.6953413,0.7803134,0.8056336,0.8643688,0.86823475,0.8640445,0.8764374,0.8748752,0.861894,0.8067945,0.8186907,0.8686528,0.8765782,0.8661275,0.8563935,0.86080265,0.8660918,0.86249346,0.86246026,0.8737321,0.87480664,0.878105,0.87093097,0.852468,0.8436985,0.8521756,0.85681486,0.85870826,0.8586804,0.86299586
496,2022-07-05,0.5134275,0.6057618,0.800494,0.8374467,0.8373247,0.83322656,0.8135743,0.8325605,0.83964556,0.8377937,0.83761436,0.834948,0.68869394,0.5134031,0.6447494,0.5025904,0.54231334,0.72479343,0.8356582,0.8309159,0.83045655,0.8037488,0.82902163,0.8351692,0.83660454,0.8351587,0.8220779,0.5829623,0.54616106,0.63984376,0.5319385,0.5566554,0.72327304,0.835507,0.83210254,0.8261218,0.8200598,0.8322656,0.8339827,0.8355228,0.83359003,0.8313538,0.5759458,0.5944351,0.6273263,0.5508604,0.55797637,0.7372987,0.8382212,0.83833534,0.8347331,0.83166146,0.835854,0.83902067,0.8391165,0.8372459,0.8304044,0.66332227,0.5791341,0.7109711,0.51514304,0.5628572,0.700043,0.8389517,0.83496106,0.83400804,0.82497954,0.8345738,0.83207065,0.8361957,0.8363761,0.79849994,0.7067033,0.67443275,0.80180275,0.5336581,0.5637021,0.67493737,0.82029825,0.8308588,0.8323361,0.8267255,0.8322838,0.827194,0.8314723,0.83168095,0.7975932,0.7266923,0.7574337,0.8358964,0.5099829,0.53370696,0.6656192,0.8086089,0.8309129,0.8296512,0.82816654,0.8287359,0.8316969,0.8311482,0.7879749,0.7783776,0.6475608,0.7701842,0.83188474,0.5158261,0.54494804,0.6610825,0.80976325,0.8270629,0.82306594,0.830191,0.8331508,0.8342091,0.8273274,0.7594623,0.69363457,0.59377795,0.8078986,0.8255001,0.5342671,0.55967194,0.65337783,0.81620723,0.824124,0.8216583,0.8308678,0.8313544,0.8397047,0.8155914,0.7271092,0.6132582,0.5969574,0.8234654,0.82896113,0.54739404,0.5746363,0.67708766,0.81931794,0.8302172,0.82119304,0.8298525,0.83368665,0.83777744,0.7998665,0.73169935,0.648661,0.70195216,0.8259606,0.8255421,0.57887805,0.6116245,0.69683015,0.81559515,0.8311729,0.8286176,0.8312884,0.8412025,0.83715475,0.76854545,0.72467834,0.7693367,0.8146417,0.8275812,0.82473016,0.682653,0.75668216,0.7748108,0.82812005,0.831471,0.83379257,0.8407338,0.8470999,0.8217436,0.7945276,0.7863974,0.8040853,0.8209934,0.82952106,0.8237508,0.82657033,0.8385942,0.8280102,0.8363177,0.83749324,0.84354955,0.8478883,0.8458908,0.8180291,0.8207865,0.8236406,0.82658786,0.82856375,0.831499,0.82848245
