,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
463,2021-11-16,,0.0012423312,0.0005881233,0.0012603397,0.0007226607,,,,,,,,0.0011472806,,,,0.0018483399,0.0011114952,0.00039969684,,,,,0.0005148889,,,,,,0.002405927,0.00116177,,,,,0.00053928356,,,,,,0.000917957,0.00026957868,0.0018230289,0.0013636141,,0.005805165,0.005480361,,,,,,,,0.0022284987,0.0043423935,0.0035250683,0.005006724,0.0044356124,,,,,,,,,,,0.0013949659,0.002281615,,,,,,,,,,,0.00056898635,0.001761209,,,,,,,,,5.0697352e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021-12-07,0.032172028,0.037475698,0.040798858,0.038686704,0.04422909,0.05032752,0.053976584,0.06224791,0.06597439,0.06767437,0.07070134,0.078665525,0.029741824,0.033835124,0.036634482,0.03923175,0.041487746,0.04461405,0.047868546,0.054151263,0.060066782,0.064088196,0.06966395,0.072706565,0.027758015,0.029922202,0.03224889,0.037139677,0.040706806,0.04323639,0.048918314,0.05597462,0.06132367,0.06252253,0.06836442,0.071082614,0.029818412,0.026215453,0.029279443,0.032947052,0.03991575,0.043817107,0.047074243,0.04720695,0.056331027,0.05740246,0.05827211,0.05835754,0.030434402,0.024982132,0.028672883,0.033601254,0.03904291,0.043235265,0.046439078,0.04502781,0.050640326,0.05188331,0.058001176,0.060393687,0.030230138,0.028571092,0.03292411,0.03473998,0.034681685,0.03998271,0.04270914,0.044854257,0.044616424,0.04476082,0.054498944,0.06584162,0.030941322,0.028561661,0.03218002,0.036591668,0.0391862,0.03860339,0.04123862,0.044048913,0.047213122,0.04550403,0.056078073,0.062406622,0.02838822,0.026017187,0.03050486,0.035858214,0.0374701,0.03852495,0.0390092,0.04305957,0.048033163,0.053199425,0.057699315,0.06203813,0.025422748,0.027715763,0.028756775,0.033921674,0.0336629,0.03651932,0.041937273,0.046346065,0.050468948,0.05763981,0.06229409,0.06229409,0.019288667,0.02211088,0.026661722,0.028461387,0.033377163,0.03421227,0.042055048,0.050868522,0.05416842,0.058117148,0.06586794,0.06586794
467,2021-12-14,,,,,,,,,,,,,0.34515238,,,,,,,,,,,,0.28164738,0.30597967,0.3324816,0.3591921,0.36167434,,,,,,,,0.3402107,0.3558721,0.36640626,0.3849438,0.39257696,,,,,,,,0.3540143,0.36604375,0.33762154,0.37158528,0.39400357,,,,,0.3409654,0.33134833,0.31352568,0.3239099,0.3150841,0.30346915,0.3186647,0.32665268,0.33208674,0.33620661,0.32314345,0.35086158,0.3535119,0.37271252,0.3581109,0.30603188,0.40415338,0.33224365,0.30090132,0.26485866,0.22207943,0.24016204,0.29851866,0.3066429,0.34698954,0.35252512,0.3224924,0.25766107,0.3115335,0.3551737,0.26058343,0.15753597,0.18141185,0.21616746,0.26735592,0.27258036,0.27569723,0.2701176,0.26054204,0.16941081,0.19401637,0.18530793,0.19612573,0.18856846,0.20029324,0.21985713,0.20621303,0.1963339,0.20772094,0.2148695,0.2148695,0.10530153,0.13351777,0.19455464,0.24539797,0.2761467,0.29735568,0.23648678,0.19214308,0.1814475,0.19703403,0.2076773,0.2076773
468,2021-12-21,0.02586251,,,,,,,,,0.0072500226,0.051284894,0.041192293,,,,,,,,,,,0.023478607,0.016179657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,2021-12-28,0.4755043,,,,,,,,,,,,0.42445654,0.407184,,,,,,,,,,,,,0.40723887,,,,,,,,,0.55260664,,,0.48032543,,,0.53162503,,,,,,0.5494648,,,,,,,,,,,,,0.45932755,,,,,,,,,,,,0.45650777,0.49807903,,,,,,,,,,0.5199317,0.5197913,0.5184145,,,,,,,,,,,,0.48864758,,0.51014966,,0.50633305,0.4945322,,0.554678,0.52221036,0.4793837,0.4793837,0.4560338,0.451487,0.46474785,0.46552408,0.45703226,0.47081712,0.48175183,0.5094705,0.51882434,0.49591973,0.48036802,0.48036802
470,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2022-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4195688,,,,,,,,,,,,0.2417314,,,,0.55295265,,,,,,,,0.0236559,,,,0.51435274,,,,,,,,0.03809156,0.117723845,,,,,,,,,0.3673015,0.16284728,0.07353306,0.2720051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,2022-01-18,0.31430027,0.29714495,0.22397017,0.1927245,0.17167485,0.189872,0.21820651,0.22584,0.24289547,0.2584375,0.26413432,0.27271575,0.270733,0.26835907,0.26831502,0.23633163,0.18143341,0.21434896,0.22402114,0.20917766,0.22581087,0.23254985,0.21308433,0.22566588,0.26528472,0.28410622,0.30169314,0.37027562,0.20675875,0.23763028,0.23385316,0.22310899,0.23626244,0.23728856,0.22070655,0.24735032,0.25209326,0.28755108,0.3668348,0.3550796,0.25853562,0.28935772,0.2840124,0.2731488,0.25054705,0.25797477,0.27960518,0.2734105,0.26884487,0.31837475,0.30714583,0.31202823,0.27339354,0.2790295,0.2827498,0.25601882,0.23814352,0.2680905,0.2983863,0.2880052,0.1796386,0.1880872,0.20479767,0.22275679,0.22365078,0.23332289,0.23697606,0.2005739,0.2377494,0.27868944,0.2984559,0.2686769,0.26761678,0.21986023,0.19817166,0.19294225,0.20369187,0.19422704,0.1859873,0.18663172,0.23532945,0.29487014,0.2896781,0.2587706,0.35920855,0.20410296,0.18591721,0.17894118,0.21608117,0.21089922,0.21485333,0.23184393,0.2853926,0.332059,0.2944973,0.30404392,0.400213,0.18268734,0.19177291,0.20713243,0.22358729,0.25466773,0.27392814,0.28443146,0.3140555,0.359987,0.318611,0.318611,0.32568955,0.20090732,0.19693038,0.21969996,0.24617068,0.27523068,0.30187237,0.31606263,0.337026,0.35873774,0.28730628,0.28730628
473,2022-01-25,0.31430027,0.29714495,0.22397017,0.1927245,0.17167485,0.189872,0.21820651,0.22584,0.24289547,0.2584375,0.26413432,0.27271575,0.270733,0.26835907,0.26831502,0.23633163,0.18143341,0.21434896,0.22402114,0.20917766,0.22581087,0.23254985,0.21308433,0.22566588,0.26528472,0.28410622,0.30169314,0.37027562,0.20675875,0.23763028,0.23385316,0.22310899,0.23626244,0.23728856,0.22070655,0.24735032,0.25209326,0.28755108,0.3668348,0.3550796,0.25853562,0.28935772,0.2840124,0.2731488,0.25054705,0.25797477,0.27960518,0.2734105,0.26884487,0.31837475,0.30714583,0.31202823,0.27339354,0.2790295,0.2827498,0.25601882,0.23814352,0.2680905,0.2983863,0.2880052,0.1796386,0.1880872,0.20479767,0.22275679,0.22365078,0.23332289,0.23697606,0.2005739,0.2377494,0.27868944,0.2984559,0.2686769,0.26761678,0.21986023,0.19817166,0.19294225,0.20369187,0.19422704,0.1859873,0.18663172,0.23532945,0.29487014,0.2896781,0.2587706,0.35920855,0.20410296,0.18591721,0.17894118,0.21608117,0.21089922,0.21485333,0.23184393,0.2853926,0.332059,0.2944973,0.30404392,0.400213,0.18268734,0.19177291,0.20713243,0.22358729,0.25466773,0.27392814,0.28443146,0.3140555,0.359987,0.318611,0.318611,0.32568955,0.20090732,0.19693038,0.21969996,0.24617068,0.27523068,0.30187237,0.31606263,0.337026,0.35873774,0.28730628,0.28730628
474,2022-02-01,0.4056793,0.31357375,0.2107455,0.2147591,0.3578448,0.39828166,0.41069627,0.37275496,0.3372493,0.43180516,0.42313883,0.4212766,0.2827279,0.25187522,0.33291006,0.35847914,0.40878955,0.43090832,0.43279216,0.33410838,0.38848424,0.40179187,0.4121388,0.40729442,0.31297076,0.3050912,0.37617305,0.40813297,0.41018102,0.38339385,0.37611634,0.3596072,0.38152713,0.45444074,0.45071635,0.40751922,0.46372113,0.463574,0.47361317,0.43507907,0.41707584,0.40053657,0.3725394,0.3885618,0.41874507,0.35662383,0.41228527,0.44156733,0.4655545,0.4123119,0.44787008,0.4230769,0.38720214,0.3605903,0.40110812,0.40210468,0.40164247,0.48832127,0.42057994,0.45727482,0.40554923,0.39624122,0.45620847,0.4187712,0.38079125,0.37835455,0.41761684,0.41761684,0.42553493,0.45898378,0.46128568,0.45282766,0.43788403,0.43988347,0.4750237,0.44312796,0.41623136,0.4818452,0.43012404,0.454188,0.49591973,0.5480144,0.51221615,0.49283755,0.49153087,0.47427422,0.50531197,0.4887514,0.5167785,0.5046497,0.4794713,0.44476998,0.49341184,0.48461074,0.50468165,0.5269051,0.53096217,0.47541496,0.50285715,0.504714,0.5327952,0.48486274,0.45967618,0.4531573,0.50800496,0.5102837,0.46580878,0.46580878,0.5048828,0.508344,0.52973497,0.5209832,0.52177167,0.5128671,0.44407064,0.45590827,0.51166546,0.49569148,0.44406,0.44406
475,2022-02-08,0.4866155,0.3766686,0.17973112,0.32309252,0.44789293,0.454188,0.50367814,0.41448167,0.36927772,0.4995795,0.4309344,0.49875277,0.43543264,0.24360515,0.32157063,0.44085425,0.4666848,0.46805388,0.422836,0.4041076,0.37318742,0.48063403,0.43423027,0.46294457,0.32584703,0.34277624,0.4398743,0.4594073,0.4445853,0.4541822,0.3713849,0.39025342,0.42660072,0.43703496,0.39302626,0.40944442,0.4985127,0.4790831,0.44500968,0.43173537,0.44045615,0.3845422,0.36625206,0.35969815,0.3951067,0.36645788,0.4488068,0.4256619,0.4002656,0.41479853,0.39321494,0.39879152,0.42905274,0.39890844,0.38234913,0.46309114,0.44205892,0.46808508,0.44069815,0.44731978,0.47673848,0.42102712,0.46615732,0.41796678,0.3963557,0.4030968,0.36946565,0.43323168,0.51777744,0.5297001,0.52700084,0.47826087,0.42575037,0.46128568,0.47011134,0.41977963,0.4092892,0.49517685,0.45926115,0.49506038,0.5622222,0.503654,0.5011758,0.504714,0.4785529,0.42001736,0.4589089,0.4952607,0.48191118,0.50973123,0.51567537,0.5484304,0.53719765,0.48409426,0.4908862,0.51847595,0.46321666,0.4286646,0.48166487,0.4415237,0.48635277,0.50576764,0.5384869,0.47117555,0.5074222,0.5350228,0.49364376,0.49364376,0.44740063,0.42288253,0.48654178,0.51652765,0.54187196,0.5269051,0.47769764,0.5003855,0.49787363,0.4855604,0.470462,0.470462
476,2022-02-15,0.46731892,0.4583719,0.40152004,0.42610338,0.5637813,,,,,,0.58422375,0.53421634,0.4569153,0.42096502,0.4954059,,,0.595896,0.5397744,0.4464696,0.5394873,0.55932206,0.51366746,0.4906521,0.4347751,0.42345867,,,,0.5163889,0.4401107,0.41479853,0.49245185,0.5306065,0.51777744,0.42605102,0.47810575,0.5701822,0.6143946,,,0.47838396,0.45798638,0.4771866,0.4875513,0.48015258,0.4754141,0.48175183,,,0.55545306,0.4976964,0.50177467,0.51571655,0.5236615,0.46488395,0.490268,0.48416036,0.47813213,0.42079663,,,0.55265164,0.44687906,0.41977963,0.47826087,0.52856725,0.5094705,0.54759824,0.5018608,0.4815302,0.46106043,,0.6223943,0.60436225,0.52423626,0.49353153,0.4854906,0.47663796,0.5229202,0.5412819,0.51571655,0.49885616,0.44875622,0.5783325,0.55981016,0.55390793,0.5641445,0.627638,0.5366275,0.56154084,0.5054557,0.46104163,0.4238921,0.44011894,0.4175705,0.5263672,0.5342648,0.48386127,0.51255727,0.53401583,0.54805654,0.5013115,0.46191406,0.49368632,0.41748402,0.4474784,0.4474784,0.4515806,0.45078155,0.4837649,0.5035379,0.50287616,0.5272785,0.5037026,0.4520548,0.44689494,0.41280997,0.44072446,0.44072446
477,2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2022-03-08,0.4446589,0.43282086,0.3731711,0.37362015,0.4684838,0.4471138,0.457135,0.4097182,0.37696126,0.48169068,0.5123703,0.5548488,0.40187907,0.38345397,0.41728628,0.47530463,0.482382,0.3872898,0.3351149,0.30606124,0.37516755,0.5025067,0.45588273,0.48497897,0.41100073,0.32680318,0.31794176,0.46974003,0.5573967,0.26428217,0.28690416,0.3263147,0.4312834,0.59254587,0.51756537,0.43971074,,0.43407494,0.3268065,0.2739198,0.36268517,0.23619746,0.2365836,0.34473982,0.4238017,0.3950605,0.3383202,0.3377792,0.52163863,0.35424706,0.2479989,0.190159,0.187346,0.21023913,0.20177439,0.29967928,0.40781906,0.29891083,0.26666072,0.38052344,0.3232116,0.26569518,0.22156477,0.16731903,0.16850461,0.17244917,0.16943128,0.2107447,0.3043862,0.29723838,0.38528022,0.47746414,0.29866418,0.34114176,0.311501,0.1839389,0.2028914,0.3109121,0.22659542,0.26194552,0.41116276,0.50274384,0.5519872,0.57450306,0.50096506,0.5929187,0.47552633,0.37814596,0.6888969,0.6764539,0.5528161,0.489062,0.5440707,0.54868996,0.55310416,0.5277055,0.6410682,0.66468275,0.6265866,0.63896465,0.6808396,0.64504933,0.52100575,0.49663576,0.51774734,0.50596255,0.5611669,0.5611669,0.5690421,0.58792275,0.5915202,0.6015116,0.61557,0.59342736,0.48590395,0.4270815,0.4031628,0.47751862,0.568872,0.568872
480,2022-03-15,0.4346173,0.43136322,0.3951436,0.43307406,0.50016654,0.5265273,0.5551567,0.5019643,0.49176672,0.49437702,0.48874885,0.50773525,0.42719105,0.4174655,0.4419372,0.5055817,0.5397717,0.5255885,0.5163892,0.4833314,0.48612535,0.50230473,0.4802073,0.4950234,0.46063608,0.44120723,0.50694484,0.5414176,0.54873794,0.48977175,0.4912844,0.50195336,0.50329447,0.5061209,0.50264823,0.4839308,0.5104385,0.5213816,0.5066938,0.48092565,0.51537025,0.45605564,0.475782,0.50952435,0.49770063,0.49297923,0.45189625,0.45739165,0.5070435,0.4944606,0.47436443,0.45152777,0.45640132,0.45429343,0.47447437,0.49430007,0.5033666,0.48918605,0.42191908,0.4389631,0.48582295,0.489873,0.4787356,0.45406172,0.43446416,0.45552146,0.45977253,0.46066806,0.4830179,0.46809497,0.45972613,0.48402998,0.48038593,0.4909691,0.50811225,0.48715624,0.45030048,0.4807281,0.4539584,0.46596113,0.48538184,0.5008172,0.5104944,0.5034674,0.5107784,0.50160134,0.50830793,0.5052425,0.5469106,0.5412738,0.5057437,0.48843634,0.51320255,0.5179186,0.52105415,0.49587384,0.53220063,0.51594436,0.5302903,0.5371659,0.5437884,0.51935905,0.4733296,0.46581993,0.48884863,0.48938704,0.49318427,0.49318427,0.50895107,0.50799334,0.5302029,0.5349715,0.52273685,0.50042385,0.48396903,0.46222106,0.466766,0.4633754,0.48219752,0.48219752
481,2022-03-22,0.4346173,0.43136322,0.3951436,0.43307406,0.50016654,0.5265273,0.5551567,0.5019643,0.49176672,0.49437702,0.48874885,0.50773525,0.42719105,0.4174655,0.4419372,0.5055817,0.5397717,0.5255885,0.5163892,0.4833314,0.48612535,0.50230473,0.4802073,0.4950234,0.46063608,0.44120723,0.50694484,0.5414176,0.54873794,0.48977175,0.4912844,0.50195336,0.50329447,0.5061209,0.50264823,0.4839308,0.5104385,0.5213816,0.5066938,0.48092565,0.51537025,0.45605564,0.475782,0.50952435,0.49770063,0.49297923,0.45189625,0.45739165,0.5070435,0.4944606,0.47436443,0.45152777,0.45640132,0.45429343,0.47447437,0.49430007,0.5033666,0.48918605,0.42191908,0.4389631,0.48582295,0.489873,0.4787356,0.45406172,0.43446416,0.45552146,0.45977253,0.46066806,0.4830179,0.46809497,0.45972613,0.48402998,0.48038593,0.4909691,0.50811225,0.48715624,0.45030048,0.4807281,0.4539584,0.46596113,0.48538184,0.5008172,0.5104944,0.5034674,0.5107784,0.50160134,0.50830793,0.5052425,0.5469106,0.5412738,0.5057437,0.48843634,0.51320255,0.5179186,0.52105415,0.49587384,0.53220063,0.51594436,0.5302903,0.5371659,0.5437884,0.51935905,0.4733296,0.46581993,0.48884863,0.48938704,0.49318427,0.49318427,0.50895107,0.50799334,0.5302029,0.5349715,0.52273685,0.50042385,0.48396903,0.46222106,0.466766,0.4633754,0.48219752,0.48219752
482,2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014513314,,,,
483,2022-04-05,0.5183387,0.5096857,0.48022178,0.4608022,0.5250142,0.5692115,0.59147483,0.57154316,0.5542185,0.5739793,0.617917,0.6514556,0.45152012,0.440801,0.51004344,0.580871,0.5746216,0.5561207,0.5635454,0.52424335,0.5678499,0.6249844,0.58670783,0.62296325,0.5042848,0.50825506,0.59424305,0.60263604,0.58052516,0.49614227,0.5293763,0.57317454,0.6132432,0.6436852,0.6195837,0.6009235,0.5739451,0.5815451,0.573078,0.5636234,0.5573994,0.5158472,0.50530034,0.59389573,0.6056533,0.5951952,0.5684735,0.587019,0.5508629,0.5590635,0.55095893,0.5258743,0.49405926,0.49643463,0.5318649,0.58863384,0.614328,0.5985146,0.5696679,0.5884997,0.53272355,0.5540689,0.5660074,0.52359694,0.5101875,0.52542156,0.5490328,0.5291892,0.6163213,0.6296557,0.62276655,0.607963,0.5239931,0.54230446,0.58440584,0.5517626,0.52987164,0.56232405,0.5551621,0.55634874,0.6051795,0.63103706,0.6378786,0.6319722,0.574576,0.5800733,0.602448,0.6002384,0.6218771,0.62250113,0.59009063,0.5927587,0.6152935,0.6163475,0.63211054,0.63093156,0.59746933,0.5985277,0.6187464,0.6194153,0.6264699,0.61918277,0.58919215,0.5618953,0.6041247,0.59565055,0.59618694,0.59618694,0.60264236,0.6136108,0.61742646,0.6241189,0.6209841,0.6279137,0.596115,0.56294686,0.5768419,0.5763191,0.5687941,0.5687941
484,2022-04-12,0.5667055,0.5621837,0.47644082,0.47203138,0.5268671,0.5644063,0.6053717,0.5639958,0.5106154,0.5548745,0.59051794,0.6075067,0.48878226,0.46847892,0.48436397,0.53615063,0.56249255,0.5782922,0.57207865,0.52581877,0.53359795,0.57419807,0.55642223,0.5804184,0.5063991,0.5089566,0.5390017,0.5839683,0.5825351,0.53625,0.5424869,0.55916226,0.562345,0.57931584,0.5724108,0.57436025,0.5681424,0.5696843,0.53953165,0.54401475,0.5578716,0.5062337,0.5275738,0.5611223,0.5572428,0.5508694,0.5357183,0.5588523,0.55844617,0.5484758,0.52532387,0.48893604,0.48582628,0.4884943,0.5230483,0.5479083,0.55748934,0.541905,0.52790284,0.53783584,0.53023404,0.53179777,0.53134286,0.50232095,0.47572955,0.51059806,0.52144265,0.5087418,0.5426799,0.54800683,0.54614615,0.5465143,0.51765895,0.5298081,0.54352,0.5260833,0.50107026,0.5253044,0.52281636,0.5199389,0.5476605,0.56180096,0.56200683,0.55877846,0.5487956,0.5391625,0.5516481,0.54343015,0.5642628,0.5541349,0.5420624,0.53240335,0.5547132,0.5558608,0.56205946,0.5491757,0.55741024,0.5563737,0.5668692,0.5633098,0.5617278,0.54580873,0.5279657,0.52320766,0.55273086,0.5451342,0.54392266,0.54392266,0.54292744,0.5525639,0.5630959,0.5585562,0.56109315,0.5425674,0.53112566,0.52170604,0.53292793,0.5302114,0.5339175,0.5339175
485,2022-04-19,0.58505297,0.6260106,0.53888774,0.577037,0.68645036,0.7321915,0.75143254,0.6981385,0.6321334,0.6882348,0.7357992,0.7513727,0.53499377,0.5580444,0.5359554,0.6725919,0.73134565,0.7122048,0.7056881,0.6219867,0.6387085,0.71204656,0.673134,0.6987575,0.6514638,0.53379595,0.4381835,0.5413628,0.6181108,0.6238128,0.6258696,0.6558391,0.646346,0.6735969,0.67619765,0.69893306,0.74494123,0.43617362,0.30868715,0.3784719,0.4617359,0.5113764,0.5687262,0.5668015,0.6002106,0.6141189,0.6634551,0.714431,0.78826946,0.42270792,0.32200152,0.4418728,0.44863105,0.4315288,0.4696602,0.48227265,0.5893063,0.69757056,0.6601813,0.6911165,,0.5671824,0.4199847,0.59985715,0.5743701,0.51556164,0.49263576,0.5621666,0.64123225,0.70778406,0.66118205,0.6770723,0.50350124,0.6555537,0.6409288,0.6141728,0.5475287,0.53952694,0.580062,0.59062564,0.60519624,0.6154559,0.6706518,0.6930788,0.28477162,0.42546296,0.6709116,0.67852056,0.6467154,0.54356015,0.55173886,0.5602937,0.510407,0.43987477,0.5389125,0.67702603,0.27198246,0.38060278,0.79314095,0.8466933,0.77824026,0.60863155,0.5112728,0.48954457,0.4115445,0.37180215,0.3430473,0.3430473,0.52242476,0.5816524,,0.8537501,0.73949456,0.58639985,0.421493,0.3691996,0.29621056,0.29346886,0.33532783,0.33532783
486,2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2022-05-03,0.82226676,0.803871,0.75670594,0.7513254,0.78850526,0.83068067,0.8421731,0.82971406,0.77377385,0.79900897,0.8326356,0.8361348,0.7677988,0.7526264,0.775204,0.79791147,0.8100403,0.8291334,0.8181674,0.7865165,0.7873044,0.8211071,0.8116192,0.82306814,0.77558696,0.7559473,0.7611772,0.80413795,0.8270496,0.7828019,0.8075467,0.76886225,0.7768446,0.82108384,0.82783866,0.82747644,0.808552,0.854145,0.8515368,0.8260678,0.8112888,0.8500638,0.82902014,0.66850066,0.61200964,0.80318755,0.48605487,0.36783493,0.80157495,0.87067676,0.8320534,0.7597755,0.63578004,,0.82299864,0.5452818,0.48056784,0.59823495,0.41972145,0.27901778,0.80177265,0.8154978,0.5474918,0.5590885,0.64568245,0.8679495,0.634553,0.54134536,0.55055636,0.5958041,0.27252087,,0.7959785,0.6988652,0.35753766,0.53469867,0.71639735,0.8016544,0.81526655,0.63705933,0.5924301,0.57971215,0.35608962,0.25627244,0.7161243,0.57835793,0.4453572,0.5906279,0.7686371,0.7736725,0.7944618,0.7746368,0.7786794,0.758159,0.67526656,0.46780545,0.8010607,0.78015965,1.0,1.0,0.61875004,0.63802093,0.7186589,,0.86502945,0.8176877,,,0.84251916,0.9010064,0.8159978,0.70642203,0.27996784,0.23574735,0.26794672,0.3942039,0.83181125,0.8181652,,
488,2022-05-10,0.8453988,0.8181283,0.7608008,0.7707204,0.82355875,0.85629976,0.8597169,0.832969,0.80706847,0.83372784,0.85128224,0.85233897,0.7997191,0.78014225,0.7978987,0.81809795,0.8427687,0.8433856,0.83733785,0.79000264,0.8038279,0.8477192,0.8399306,0.8457003,0.8227268,0.7620566,0.8103132,0.8347714,0.8370467,0.78838307,0.81601894,0.82244,0.8396324,0.85126394,0.841328,0.8421826,0.8412383,0.830825,0.7975677,0.7855817,0.7940619,0.7747802,0.78896964,0.835913,0.8388434,0.8412133,0.83132356,0.8389742,0.82390064,0.83110505,0.80917686,0.7861177,0.7576223,0.7976891,0.8172072,0.8261734,0.8384939,0.8324471,0.8344815,0.83832026,0.8334121,0.8376665,0.83033454,0.81222224,0.79194975,0.8319406,0.8282108,0.8243447,0.83132565,0.840269,0.8349912,0.83548653,0.8366907,0.84186167,0.84521604,0.82528555,0.82353115,0.82984066,0.8181905,0.81516075,0.8215668,0.8302693,0.83491737,0.8356247,0.8395885,0.835083,0.8388648,0.83327997,0.84327435,0.8373669,0.82452774,0.82394904,0.83281493,0.8289528,0.83618695,0.83386225,0.8527305,0.84086,0.8427363,0.8466562,0.8428356,0.83641654,0.8235153,0.8227345,0.8392045,0.83849424,0.8316876,0.8316876,0.84700537,0.8406725,0.84307075,0.84479445,0.84187096,0.8381221,0.83245313,0.8321369,0.83872914,0.8389881,0.8346404,0.8346404
489,2022-05-17,0.8453988,0.8181283,0.7608008,0.7707204,0.82355875,0.85629976,0.8597169,0.832969,0.80706847,0.83372784,0.85128224,0.85233897,0.7997191,0.78014225,0.7978987,0.81809795,0.8427687,0.8433856,0.83733785,0.79000264,0.8038279,0.8477192,0.8399306,0.8457003,0.8227268,0.7620566,0.8103132,0.8347714,0.8370467,0.78838307,0.81601894,0.82244,0.8396324,0.85126394,0.841328,0.8421826,0.8412383,0.830825,0.7975677,0.7855817,0.7940619,0.7747802,0.78896964,0.835913,0.8388434,0.8412133,0.83132356,0.8389742,0.82390064,0.83110505,0.80917686,0.7861177,0.7576223,0.7976891,0.8172072,0.8261734,0.8384939,0.8324471,0.8344815,0.83832026,0.8334121,0.8376665,0.83033454,0.81222224,0.79194975,0.8319406,0.8282108,0.8243447,0.83132565,0.840269,0.8349912,0.83548653,0.8366907,0.84186167,0.84521604,0.82528555,0.82353115,0.82984066,0.8181905,0.81516075,0.8215668,0.8302693,0.83491737,0.8356247,0.8395885,0.835083,0.8388648,0.83327997,0.84327435,0.8373669,0.82452774,0.82394904,0.83281493,0.8289528,0.83618695,0.83386225,0.8527305,0.84086,0.8427363,0.8466562,0.8428356,0.83641654,0.8235153,0.8227345,0.8392045,0.83849424,0.8316876,0.8316876,0.84700537,0.8406725,0.84307075,0.84479445,0.84187096,0.8381221,0.83245313,0.8321369,0.83872914,0.8389881,0.8346404,0.8346404
