,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
456,2021-09-28,0.21777613,0.18504213,0.16083491,0.14610048,0.13731425,0.15780133,0.17458971,0.17567737,0.18239684,0.21073358,0.25897226,0.34343642,0.5507656,0.614785,0.63793087,0.29019898,0.23458806,0.18870264,0.15962401,0.1627383,0.20972008,0.26002243,0.27430686,0.27943045,0.29201078,0.3103171,0.38395253,0.54093945,0.62998277,0.64727247,0.3837967,0.28041524,0.22686055,0.19346043,0.19925877,0.27042305,0.35596135,0.37722394,0.3869008,0.37236583,0.378666,0.46211302,0.5725359,0.6449981,0.6488613,0.437342,0.33865643,0.3280247,0.26938015,0.24734193,0.30372536,0.4286469,0.41127685,0.41404328,0.4117502,0.43256295,0.53901786,0.6177319,0.6513216,0.659683,0.46865457,0.43994135,0.4341621,0.3772027,0.32380491,0.39087376,0.52069026,0.4842553,0.4258008,0.4485826,0.5065329,0.58498555,0.6327704,0.65924424,0.6694121,0.529545,0.5237529,0.49908447,0.45948207,0.41955966,0.48175737,0.5888058,0.57928884,0.54779565,0.5427725,0.568038,0.6232994,0.64950866,0.6719876,0.6766261,0.61331964,0.61200786,0.5669726,0.5367197,0.48871395,0.56686956,0.62647396,0.6323396,0.630205,0.6204632,0.61826235,0.6455837,0.6669347,0.67998713,0.68495804,0.6442825,0.63114953,0.6092392,0.5973028,0.60839915,0.6231715,0.63960886,0.647665,0.6496348,0.65509886,0.6509956,0.6613523,0.66672665,0.67365164,0.6858201,0.65260214,0.6326745,0.6243811,0.61732,0.62524545,0.6376268,0.6469541,0.65222913,0.6550486,0.6598934,0.65983486,0.66257936,0.6682349,0.66945153,0.68643034,0.65582484,0.64010733,0.6320213,0.62810564,0.622824,0.6356851,0.6432436,0.64637834,0.65243775,0.6585627,0.66133463,0.667762,0.67361027,0.6685469,0.68124527,0.65840006,0.6356489,0.61528367,0.5730312,0.56337726,0.5922154,0.5629249,0.5845389,0.6154056,0.65712124,0.6594244,0.66312355,0.66827387,0.6648221,0.66601974
457,2021-10-05,0.21777613,0.18504213,0.16083491,0.14610048,0.13731425,0.15780133,0.17458971,0.17567737,0.18239684,0.21073358,0.25897226,0.34343642,0.5507656,0.614785,0.63793087,0.29019898,0.23458806,0.18870264,0.15962401,0.1627383,0.20972008,0.26002243,0.27430686,0.27943045,0.29201078,0.3103171,0.38395253,0.54093945,0.62998277,0.64727247,0.3837967,0.28041524,0.22686055,0.19346043,0.19925877,0.27042305,0.35596135,0.37722394,0.3869008,0.37236583,0.378666,0.46211302,0.5725359,0.6449981,0.6488613,0.437342,0.33865643,0.3280247,0.26938015,0.24734193,0.30372536,0.4286469,0.41127685,0.41404328,0.4117502,0.43256295,0.53901786,0.6177319,0.6513216,0.659683,0.46865457,0.43994135,0.4341621,0.3772027,0.32380491,0.39087376,0.52069026,0.4842553,0.4258008,0.4485826,0.5065329,0.58498555,0.6327704,0.65924424,0.6694121,0.529545,0.5237529,0.49908447,0.45948207,0.41955966,0.48175737,0.5888058,0.57928884,0.54779565,0.5427725,0.568038,0.6232994,0.64950866,0.6719876,0.6766261,0.61331964,0.61200786,0.5669726,0.5367197,0.48871395,0.56686956,0.62647396,0.6323396,0.630205,0.6204632,0.61826235,0.6455837,0.6669347,0.67998713,0.68495804,0.6442825,0.63114953,0.6092392,0.5973028,0.60839915,0.6231715,0.63960886,0.647665,0.6496348,0.65509886,0.6509956,0.6613523,0.66672665,0.67365164,0.6858201,0.65260214,0.6326745,0.6243811,0.61732,0.62524545,0.6376268,0.6469541,0.65222913,0.6550486,0.6598934,0.65983486,0.66257936,0.6682349,0.66945153,0.68643034,0.65582484,0.64010733,0.6320213,0.62810564,0.622824,0.6356851,0.6432436,0.64637834,0.65243775,0.6585627,0.66133463,0.667762,0.67361027,0.6685469,0.68124527,0.65840006,0.6356489,0.61528367,0.5730312,0.56337726,0.5922154,0.5629249,0.5845389,0.6154056,0.65712124,0.6594244,0.66312355,0.66827387,0.6648221,0.66601974
458,2021-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,2021-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,2021-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,2021-11-02,0.49465963,,,,,,,0.52621025,0.45611718,0.48678175,0.56179833,,0.548142,0.39344513,0.29436028,0.48199052,0.4451446,0.46734965,0.5218484,0.5562625,0.5827195,0.4858698,0.4242821,0.42461985,0.49932754,0.5161439,0.4915671,0.42607507,0.3164411,0.27215892,0.44386798,0.44636673,0.55591613,0.51132876,,,,0.588715,0.55958587,0.47880137,0.41698262,0.40436596,0.41260538,0.3295904,0.31870595,0.39264512,0.5098856,,0.54626656,,0.56304014,0.41830906,0.46841177,0.4569825,0.38781753,0.3517903,0.3961028,0.3888182,0.3402399,0.32610664,0.5224948,0.6598952,0.6820363,0.51584303,,0.5441412,0.3882304,0.37071955,0.34362996,0.33237436,0.34794635,0.35411695,0.3427564,0.32030073,0.29848486,,,,,0.58176124,0.49262294,0.38683978,0.29642147,0.28501245,0.2962313,0.32454568,0.3480693,0.34403953,0.3391631,0.29506803,0.66631293,0.6334376,0.5175926,0.35462126,0.36866724,0.3919049,0.379585,0.3271159,0.33438644,0.27893907,0.3193008,0.40948278,0.37555847,0.32763287,0.28791547,0.38965502,0.3566491,0.30808845,0.26338357,0.28962538,0.32159162,0.3866407,0.39244878,0.3502115,0.32018977,0.39601204,0.39502618,0.31773123,0.27977136,0.26637533,0.3175548,0.27048653,0.2465122,0.23829482,0.25814396,0.28173772,0.32250646,0.38465917,0.41805163,0.37492123,0.37221044,0.32993045,0.27154648,0.24604355,0.23645431,0.2961901,0.23221192,0.25445542,0.25661963,0.26434243,0.26759622,0.30674163,0.43365172,0.46245858,0.3916829,0.3298462,0.31288296,0.27531654,0.24946211,0.256015,0.35872263,0.27303717,0.29412088,0.30732045,0.27263063,0.27119428,0.31334332,0.41710865,0.39885637,0.34225038,0.3046666,0.3105146,0.2853165,0.27451167,0.28847253
462,2021-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,2021-11-16,,,,0.0057303025,0.0014663311,0.0059890347,0.006934929,0.0098414,0.011470621,0.015918467,0.009286993,0.007868755,0.0118159875,0.02361348,0.016065843,,,,0.00021027104,0.0014797829,0.0067311036,0.00872642,0.009270169,0.01333269,0.015001052,0.010355874,0.008243481,0.011955371,0.016669964,0.019742979,,,,,,0.0069537233,0.008259059,0.007960381,0.010440916,0.015434746,0.012457238,0.009412067,0.00856188,0.010974758,0.01466307,,,,,,0.003072963,0.007011763,0.0054905587,0.009609536,0.01627709,0.0136732105,0.007760099,0.006843234,0.010776694,0.013904665,,,,,,,0.0041865115,0.0054486357,0.0058098,0.011241207,0.014054821,0.009071618,0.006665724,0.008872501,0.012338155,,0.0015206225,9.844483e-05,,,,,,0.0025923492,0.0067376457,0.010691848,0.008492928,0.004398246,0.0060820547,0.0072528147,0.002368651,0.003837393,0.0016029831,,,,,0.0004839218,0.003134903,0.003969781,0.004023021,0.0046054143,5.2882548e-05,0.00039558578,0.00093647797,0.0011972606,0.0013752237,,,,,,,,,,,,,,0.002119482,6.7530615e-05,,,,,,,,,,,,,,0.00030164025,,,,,,,,,,,,,,,,,,,0.0011150778,,0.0024800757,0.00094099453,,,,,,,
464,2021-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,2021-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,2021-12-07,0.51840776,,,0.61962676,,,0.5358835,,,,,0.5816367,0.46620673,0.35623005,0.30518377,0.49748564,,,,,,,,,,,0.5862797,0.44432554,0.34069315,0.28900293,0.48339307,0.53217643,,0.5558946,,,,,,,,0.5244579,0.429006,0.31681114,0.25633055,0.457979,0.49870965,0.56890464,0.5429653,0.5866325,,,,,,,0.47400185,0.4188648,0.3197995,0.2399655,0.44338205,0.49517244,0.5372396,0.5607804,0.58970696,,,,,,0.5148005,0.46804163,0.42117947,0.3182308,0.26231727,0.41745275,0.4608068,0.51104796,0.5776743,,,,,,0.53735304,0.46466723,0.4310562,0.41481334,0.3168741,0.259779,0.36821654,0.42746606,0.48497248,,,0.53167486,0.5486029,0.5729624,0.5802585,0.51536095,0.4446429,0.3987071,0.36100373,0.3213153,0.27663568,0.32687384,0.40070376,0.44829044,0.4979647,0.5166337,0.5088447,0.52843034,0.5467851,,0.5235711,0.44125322,0.36996147,0.34397286,0.30092075,0.2424973,0.29422632,0.36600882,0.41412786,0.48343182,,,0.5156221,0.52713174,0.5507137,0.51074344,0.42598653,0.37519807,0.33830607,0.27680367,0.2364664,0.28241932,0.35542113,0.4149664,0.46183375,,,,,0.5294067,0.50759906,0.42315727,0.38560817,0.36553812,0.29994553,0.24709015,0.2847429,0.33740866,0.39767343,0.41237044,0.45200288,,,,0.533187,0.49626914,0.43053636,0.38967666,0.36313197,0.304963,0.2572144
467,2021-12-14,0.023850583,0.010804715,0.015534154,0.014280189,0.017747141,0.015827183,0.014820806,0.011118887,0.019640092,0.022972027,0.028670292,0.023782527,0.0151980175,0.017327841,0.051949777,0.034735374,0.027592812,0.021577628,0.017876785,0.016020693,0.019250767,0.023189463,0.029568441,0.036176793,0.029353248,0.03266086,0.026859697,0.02686808,0.025671382,0.018268423,0.08301633,0.058237247,0.05357943,0.023240507,0.030659663,0.027636437,0.02700896,0.022147797,0.023692546,0.028284803,0.028193686,0.01676958,0.015819894,0.011729053,0.007850011,0.08010716,0.073725134,0.12110869,0.08157498,0.070133105,0.05417859,0.036912262,0.023859551,0.025802549,0.026346324,0.029209154,0.019560803,0.01588185,0.0139324255,0.016869806,0.06913826,0.076230295,0.087615594,0.10189992,0.05547739,0.030462978,0.06451218,0.055388283,0.045849036,0.039746094,0.041080963,0.054617755,0.037052054,0.025196059,0.00941119,0.03706026,0.029726814,0.037269156,0.028986314,0.01205623,0.0055250013,0.03944965,0.114180565,0.09659476,0.06664119,0.05424627,0.08368394,0.11032481,0.05548222,0.021642413,0.00854429,0.0019219838,0.008309715,0.0062682116,0.0011635441,0.006201921,0.03713927,0.16347921,0.17682269,0.13412908,0.2102379,0.103281006,0.15559424,0.19528553,0.074559845,,,,,,0.0076716677,0.06899329,0.09930229,0.089073576,0.11795638,0.20328744,0.1286411,0.14310317,0.20438302,0.100701146,,,,,0.0013318745,0.004569472,0.027270228,0.021199565,0.011428581,0.02550981,0.07646856,0.10417195,0.088940226,0.117740326,0.105470814,,,,,,,0.0072653308,0.0025315003,0.0053481185,0.009467208,0.022337954,0.08384838,0.07644306,0.116488904,0.23980491,,,,,,0.0015238195,,,,0.0031427785,0.018706726,0.07407506,0.12385109,0.10874629,0.20306699
468,2021-12-21,0.0036616132,0.016457994,0.01891066,0.008994947,0.00068296515,0.00061049,0.013010227,0.046710655,0.051252108,0.03519861,0.011034594,,,,,,,,0.0012049277,,,0.0033963835,0.028438779,0.023413938,0.018105868,0.014992814,,,,,,,0.0013323901,0.00034733213,,0.004318029,0.005995975,0.018140798,0.024458624,0.010199704,,0.007947739,,,,,,,0.0003517179,0.0044594742,0.0062100478,0.0034120511,0.011545053,0.024350768,0.01673636,0.010453024,,0.0065070647,,,,,,,,0.003321655,0.0014916179,0.009461807,0.02762263,0.017929109,0.012031012,,,,,,,,,,,,0.0064135906,0.026829509,0.022063633,0.015393919,0.0033402026,,,,,,,,,,,0.00353464,0.013502524,0.01720687,0.0145971505,,,,,,,,,,,,,0.01729403,0.023865208,0.011850604,,,,,,,,,,,,0.0011115819,0.03131217,0.030278636,0.016928166,,,,,,,,,,,,0.0077255173,0.01947138,0.023665048,0.021253088,0.003201231,,,,,,,,,,,0.013383089,0.01646227,0.027227862,0.023735667,0.0068098363,,,
469,2021-12-28,0.45929018,,0.62075335,0.6058054,0.59297,,0.5649423,,,,,,,,,,,,0.5722722,,,,,,,,,,,,,,0.55947626,,,,,,,,,,,,0.58961135,,,0.59343815,,,,,,,,,,,,0.56400806,,0.5590735,,,,,,,,,,,,,0.5315599,,,,,,,,,,,,,,0.6391437,0.521327,,,,,,,,,,,,,,0.62774366,0.55233616,,,,,,,,,,,,0.6477969,0.6246471,0.558946,0.5175604,,,,,,,,,,,,0.62957925,0.5317279,0.5191808,0.5101082,,,,,,,,0.5303831,,,,,0.5184321,0.51456743,0.526692,,,,,,,,0.48365635,0.56567913,,,0.5986749,0.53013986,0.54468113,0.5648606
470,2022-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,2022-01-11,0.31847617,0.3401472,0.35651892,0.3791275,0.3288296,0.30187282,0.31396985,0.28391492,0.20965692,0.23713152,0.32043752,0.42123246,0.4989261,0.5094678,0.5808103,0.36123067,0.34510806,0.36449185,0.32753178,0.2871713,0.29474562,0.27092487,0.2992151,0.3404587,0.34189367,0.39414585,0.46705303,0.5428416,0.62036216,,0.36441076,0.35454318,0.3325295,0.31045815,0.28170732,0.25724337,0.27298915,0.2841238,0.3648364,0.36857006,0.4501457,0.51775396,0.60677046,0.6619807,,0.34086508,0.31220993,0.29982224,0.29849246,0.29406753,0.29106945,0.31378165,0.35907933,0.38549107,0.46151042,0.48566094,0.62525636,0.64766675,0.6102111,,0.30182067,0.25979438,0.2925358,0.2820513,0.29226485,0.29822022,0.36963287,0.43591905,0.45624375,0.5131154,0.54909986,0.680185,0.6317023,0.5280253,,0.31511772,0.2878893,0.33698282,0.30699438,0.31499156,0.3087077,0.35335487,0.49907959,0.55142385,0.5854657,0.60449886,0.6666113,,,,0.31643215,0.3291112,0.3121957,0.3437918,0.35222957,0.38357422,0.465421,0.51481116,0.55151796,0.61827385,0.6929523,,,0.6930084,0.67315084,0.30705696,0.3471084,0.35225984,0.37198067,0.4234277,0.42902553,0.47186476,0.53186816,0.5629285,0.71131265,,,0.61228573,0.53763324,0.6287177,0.3415295,0.38227734,0.38511762,0.42828125,0.4403164,0.47915006,0.4873143,0.5701822,0.44050342,0.6085799,0.68531024,0.6126053,0.4411743,0.36089763,0.49969715,0.38529968,0.37931034,0.3815479,0.4466008,0.46399316,0.5053205,0.5513708,0.5112226,0.4954955,0.5902095,0.61861145,0.5690531,0.43313342,0.31051853,0.43351,0.41416234,0.44341284,0.45187792,0.4803011,0.53446,0.5350048,0.44934157,0.47482932,0.57738143,0.57542795,0.554871,0.56736124,0.54013574,0.34611753,0.3450423
472,2022-01-18,0.3054399,0.36337176,0.39842314,0.41169357,0.39771038,0.35376647,0.35258543,0.3987652,0.4129568,0.442334,0.48617715,0.53910536,0.59184057,0.6298156,0.6367691,0.34274104,0.3867719,0.40267676,0.36328784,0.36546925,0.31256473,0.31668916,0.32857704,0.3958639,0.40571034,0.47078803,0.51244664,0.5715476,0.5780375,0.55839944,0.37133512,0.37850714,0.35980657,0.33921367,0.32834613,0.3202904,0.34345555,0.32910088,0.39104098,0.45603728,0.4635873,0.5272396,0.61047554,0.53592926,0.5220536,0.35140243,0.3443781,0.3187463,0.3181529,0.3495572,0.35660845,0.3475133,0.38266248,0.42310914,0.44950166,0.50068706,0.5419944,0.55593413,0.44048604,0.4387538,0.32664156,0.3050869,0.3067012,0.29683405,0.32709435,0.3766897,0.43333095,0.44862622,0.46657082,0.4705182,0.4786771,0.51908326,0.50467795,0.45448732,0.4510899,0.3422159,0.32960814,0.32073525,0.27260658,0.31599638,0.35851607,0.46233538,0.4480752,0.46325085,0.47266287,0.42962545,0.5058662,0.55626905,0.5794717,0.4687833,0.3290432,0.30737075,0.2626764,0.29537582,0.3648126,0.33209097,0.47988933,0.47152087,0.4777551,0.51067376,0.44968554,0.5322713,0.56933266,0.55044544,0.5015173,0.30301917,0.3098815,0.3266189,0.37701443,0.37671232,0.38036904,0.3855771,0.42956418,0.45004597,0.4826513,0.49551082,0.5353126,0.5370642,0.5327653,0.48647836,0.34969756,0.33841333,0.37806877,0.38863042,0.36129272,0.35858268,0.381638,0.44189262,0.4105153,0.4045473,0.48039398,0.5124547,0.49755633,0.50447565,0.5009047,0.38683358,0.3855474,0.3809768,0.35898203,0.3932668,0.37942562,0.37638792,0.3572793,0.399987,0.4663139,0.45051196,0.48950726,0.4676061,0.479962,0.53344876,0.3792562,0.3860492,0.3797533,0.383205,0.38532934,0.35631302,0.35608193,0.3912775,0.4348446,0.49060115,0.450262,0.470811,0.47666565,0.51293623,0.5557698
473,2022-01-25,0.3054399,0.36337176,0.39842314,0.41169357,0.39771038,0.35376647,0.35258543,0.3987652,0.4129568,0.442334,0.48617715,0.53910536,0.59184057,0.6298156,0.6367691,0.34274104,0.3867719,0.40267676,0.36328784,0.36546925,0.31256473,0.31668916,0.32857704,0.3958639,0.40571034,0.47078803,0.51244664,0.5715476,0.5780375,0.55839944,0.37133512,0.37850714,0.35980657,0.33921367,0.32834613,0.3202904,0.34345555,0.32910088,0.39104098,0.45603728,0.4635873,0.5272396,0.61047554,0.53592926,0.5220536,0.35140243,0.3443781,0.3187463,0.3181529,0.3495572,0.35660845,0.3475133,0.38266248,0.42310914,0.44950166,0.50068706,0.5419944,0.55593413,0.44048604,0.4387538,0.32664156,0.3050869,0.3067012,0.29683405,0.32709435,0.3766897,0.43333095,0.44862622,0.46657082,0.4705182,0.4786771,0.51908326,0.50467795,0.45448732,0.4510899,0.3422159,0.32960814,0.32073525,0.27260658,0.31599638,0.35851607,0.46233538,0.4480752,0.46325085,0.47266287,0.42962545,0.5058662,0.55626905,0.5794717,0.4687833,0.3290432,0.30737075,0.2626764,0.29537582,0.3648126,0.33209097,0.47988933,0.47152087,0.4777551,0.51067376,0.44968554,0.5322713,0.56933266,0.55044544,0.5015173,0.30301917,0.3098815,0.3266189,0.37701443,0.37671232,0.38036904,0.3855771,0.42956418,0.45004597,0.4826513,0.49551082,0.5353126,0.5370642,0.5327653,0.48647836,0.34969756,0.33841333,0.37806877,0.38863042,0.36129272,0.35858268,0.381638,0.44189262,0.4105153,0.4045473,0.48039398,0.5124547,0.49755633,0.50447565,0.5009047,0.38683358,0.3855474,0.3809768,0.35898203,0.3932668,0.37942562,0.37638792,0.3572793,0.399987,0.4663139,0.45051196,0.48950726,0.4676061,0.479962,0.53344876,0.3792562,0.3860492,0.3797533,0.383205,0.38532934,0.35631302,0.35608193,0.3912775,0.4348446,0.49060115,0.450262,0.470811,0.47666565,0.51293623,0.5557698
474,2022-02-01,0.58960474,0.6080994,0.6550783,0.5902095,0.51221275,0.51536673,0.43199393,0.43593132,0.42549616,0.43834448,0.4794738,0.49187684,0.45793307,0.48520026,0.47426307,0.6058449,0.55302346,0.54613066,0.49910098,0.43080938,0.40513575,0.37441522,0.42665604,0.4507443,0.44721308,0.4296737,0.45348284,0.5111691,0.4525124,0.49089614,0.5780734,0.51900953,0.46877876,0.44274142,0.41614333,0.414316,0.39996618,0.39711836,0.4296471,0.43459782,0.4355751,0.47903514,0.5836735,0.5270776,0.4753148,0.5227577,0.48843873,0.44138023,0.4139785,0.3574259,0.44894338,0.36440006,0.39963055,0.46689844,0.49778482,0.47903514,0.5176045,0.53932214,0.43988758,0.46736392,0.49807635,0.4388564,0.33513668,0.3882353,0.35730055,0.3445036,0.5037273,0.48653552,0.48032346,0.51123935,0.5046182,0.54444975,0.47911403,0.48606235,0.48063943,0.47159702,0.45593297,0.3953787,0.35834157,0.36601835,0.39234656,0.5322581,0.52897656,0.4944318,0.49956882,0.48847285,0.520533,0.56993043,0.5355805,0.5350137,0.44844124,0.3904701,0.35248214,0.39716876,0.45117188,0.5211225,0.5554336,0.5387092,0.50744987,0.52183974,0.52324647,0.57154596,0.6148432,0.5719204,0.53735167,0.47811183,0.3588605,0.48502797,0.45442855,0.46373215,0.4440367,0.5098653,0.51537794,0.51043457,0.5522668,0.5527919,0.5385664,0.5701823,0.5267041,0.50405943,0.46668708,0.4243621,0.4823844,0.50207466,0.4883137,0.45151907,0.54173326,0.49496928,0.47144505,0.47723737,0.5244711,0.55592835,0.54193795,0.52280366,0.5056019,0.5127819,0.5262745,0.48555097,0.48534623,0.5065558,0.528097,0.5184829,0.49070632,0.49710515,0.50771445,0.5246211,0.5439672,0.5069654,0.51017344,0.5347308,0.49385095,0.5066494,0.518165,0.51123935,0.51269794,0.5027835,0.5210868,0.5288928,0.52121913,0.5510548,0.53403896,0.527806,0.52216166,0.530625,0.5331069
475,2022-02-08,0.599586,0.6289494,0.5961322,0.56671774,0.5504047,0.57092834,0.5712537,0.5574423,0.480884,0.4700855,0.44699645,0.50405294,0.4817888,0.5157787,0.5476462,0.5723915,0.56953704,0.5575577,0.5448707,0.5494291,0.5239444,0.5254354,0.4958956,0.48543194,0.4934877,0.46348837,0.59199464,0.5916999,0.5523491,0.5223412,0.5351,0.5568431,0.51707125,0.5156849,0.528458,0.47881767,0.5032837,0.5442223,0.5505899,0.49850115,0.51329654,0.5558456,0.6248481,0.5499104,0.51071215,0.5458015,0.5407572,0.5019653,0.5012446,0.53377295,0.5102525,0.4902057,0.4905599,0.49401197,0.53791106,0.5553997,0.58639705,0.546536,0.48838317,0.5082295,0.5289595,0.52866447,0.49633628,0.51102984,0.50551665,0.47287494,0.4948924,0.543174,0.46869433,0.5756323,0.5586949,0.5521861,0.5374593,0.52134556,0.51369894,0.5314644,0.52214533,0.49936825,0.5089106,0.47170934,0.43807963,0.5199409,0.5588496,0.49812433,0.51498127,0.49409837,0.53070176,0.5506403,0.56613046,0.5302564,0.50981253,0.4914742,0.43340933,0.37284756,0.44625053,0.47653428,0.54693836,0.5883421,0.57800096,0.51963425,0.5285255,0.5521966,0.59970844,0.5917689,0.5576679,0.5037899,0.4131378,0.39759034,0.4729034,0.5381343,0.5308704,0.51730436,0.56222475,0.5733826,0.54764307,0.5432405,0.57270634,0.56469274,0.52083546,0.5236863,0.45595855,0.41630277,0.48481238,0.5320032,0.46705303,0.48923588,0.47463143,0.53588474,0.5421634,0.51183563,0.5668177,0.5340434,0.5310385,0.49943075,0.51369303,0.4466832,0.48203185,0.4517386,0.46363908,0.46759203,0.51994795,0.48692724,0.49657783,0.49980584,0.54088396,0.55775833,0.5554559,0.5126686,0.5015252,0.51180845,0.46822542,0.49376968,0.4547244,0.49381408,0.5075953,0.49724802,0.50204974,0.5076567,0.5436355,0.53551155,0.5156971,0.5237494,0.5163415,0.5238672,0.5279943
476,2022-02-15,0.50695235,0.50563407,0.5454302,0.50088704,0.4983977,0.5135484,0.52499676,0.52497226,0.48628622,0.45104817,0.4386638,0.40599653,0.4234777,0.44775692,0.48758486,0.5089804,0.48172984,0.5024844,0.5097316,0.49921536,0.48358968,0.4943488,0.504985,0.48711887,0.451576,0.41342157,0.44205937,0.4621707,0.48588786,0.50281835,0.5025381,0.51430225,0.49842015,0.5014444,0.49530238,0.48574668,0.46451262,0.47796127,0.4753909,0.45463476,0.43281478,0.4484324,0.48008975,0.50040984,0.48505038,0.50360996,0.5120208,0.4799404,0.4786408,0.49382323,0.4947565,0.45025158,0.45172766,0.44843483,0.440342,0.44285834,0.44932237,0.48786896,0.48808676,0.4796217,0.5093131,0.49281603,0.49275592,0.4972096,0.47230807,0.46754926,0.4973103,0.4806735,0.44189262,0.44207585,0.45073938,0.45298347,0.48339042,0.474739,0.49871686,0.51295996,0.49635467,0.50447357,0.48750418,0.42527014,0.40387022,0.4975838,0.50131595,0.4571765,0.4384098,0.44501305,0.48677984,0.5276832,0.54402053,0.5222981,0.52029645,0.49972278,0.46877894,0.43118227,0.41021734,0.4613258,0.50367945,0.52782387,0.50292444,0.4906886,0.50304216,0.5423098,0.5822104,0.5875549,0.549572,0.5065535,0.48589998,0.43975985,0.42982626,0.4874202,0.5194574,0.49955982,0.5311285,0.5315305,0.5358665,0.5450658,0.5585592,0.5726686,0.5245486,0.5147804,0.4823654,0.47240296,0.4690899,0.46097547,0.48179486,0.507522,0.48668993,0.52131003,0.5081887,0.5120868,0.5456627,0.55796224,0.52968794,0.48857003,0.5089217,0.4609304,0.4698859,0.46230724,0.4511843,0.46783334,0.4959597,0.49873495,0.47816417,0.4970206,0.52182007,0.54277647,0.54777086,0.51497614,0.49262232,0.51836795,0.4676607,0.44127595,0.46381056,0.47005835,0.5078382,0.4920738,0.5028919,0.5203645,0.5420677,0.5419528,0.5280775,0.5208587,0.51703763,0.52289957,0.5274445
477,2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
