,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
471,2022-01-11,0.52093345,0.47946066,0.49499145,0.5116172,0.5203861,0.53041136,0.50846785,0.48681965,0.5060283,0.5165315,0.52707386,0.5405625,0.5446879,0.5171178,0.51876295,0.5094588,0.5260745,0.51309764,0.525608,0.5149093,0.50565225,0.5053707,0.558434,0.5146546,0.5145206,0.49143797,0.4948393,0.48061833,0.49222177,0.4917713,0.48168072,0.46749264,0.46414152,0.5550248,0.48798376,0.5043258,0.48858562,0.4784829,0.4735308,0.48341691,0.46880707,0.47130522,0.48161852,0.48161852,0.51609546,0.48803872,0.4860459,0.48981038,0.5002542,0.4839097,0.47053686,0.48113096,0.47162923,0.47162923,0.4671968,0.48921534,0.4956418,0.4807395,0.48664463,0.50275016,0.46692023,0.46708944,0.48360863,0.44592702,0.44592702,0.17719457,0.49568143,0.4981492,0.49100527,0.5120807,0.5145484,0.4804212,0.47588146,0.3804751,0.3804751,0.26413932,0.2219494,0.50560784,0.510498,0.49580482,0.5392409,0.5093411,0.50442725,0.26383054,0.21280684,0.21280684,0.23194256,0.21350637,0.5201233,0.53373754,0.5400277,0.4737764,0.43392503,0.3348395,0.33234736,0.33234736,0.34529144,0.34330726,0.36059946,0.5300828,0.5832234,0.5812746,,,,,,,,,0.5101389,0.5919768,,,,,,,,,
472,2022-01-18,0.45905152,0.46428427,0.4610734,0.51285493,0.5459523,0.5492642,0.5428831,0.4704065,0.5021087,0.5072568,0.5054302,0.4861467,0.49806026,0.49013206,0.5043166,0.51885396,0.5326962,0.52821255,0.52798605,0.5053791,0.4940534,0.4940889,0.51579547,0.5028959,0.48327842,0.48982748,0.48788178,0.4935111,0.4997027,0.49532366,0.47086698,0.4659318,0.4616617,0.539088,0.49955592,0.47330108,0.48075414,0.4749738,0.4656127,0.48315623,0.45741343,0.4699732,0.47792006,0.47792006,0.5111496,0.48555386,0.46984175,0.4785576,0.48085603,0.48308137,0.46535406,0.4675416,0.4753645,0.4753645,0.48163575,0.4780673,0.4745185,0.46868217,0.48239842,0.47678095,0.46873584,0.4600395,0.4594833,0.46449566,0.46449566,0.43336406,0.4896412,0.4900279,0.47508585,0.515015,0.48975316,0.4876161,0.4710978,0.45859456,0.45859456,0.34944072,0.26823214,0.48792076,0.5065169,0.5086386,0.5389533,0.52372324,0.5108046,0.49383736,0.3111823,0.3111823,0.3079571,0.3280763,0.52410936,0.54872,0.56789565,0.55508417,0.55353004,,0.59447664,0.59447664,0.43502006,0.39059815,0.36993074,0.54808235,0.55575496,0.48055786,0.45564952,0.5661887,0.6368207,0.5573594,0.5573594,0.46932626,0.42897847,0.3905839,0.5303636,0.5247507,0.42658466,0.4548768,0.50564307,0.5079209,0.4874703,0.4874703,0.4663103,0.4116163,0.4129231
473,2022-01-25,0.45905152,0.46428427,0.4610734,0.51285493,0.5459523,0.5492642,0.5428831,0.4704065,0.5021087,0.5072568,0.5054302,0.4861467,0.49806026,0.49013206,0.5043166,0.51885396,0.5326962,0.52821255,0.52798605,0.5053791,0.4940534,0.4940889,0.51579547,0.5028959,0.48327842,0.48982748,0.48788178,0.4935111,0.4997027,0.49532366,0.47086698,0.4659318,0.4616617,0.539088,0.49955592,0.47330108,0.48075414,0.4749738,0.4656127,0.48315623,0.45741343,0.4699732,0.47792006,0.47792006,0.5111496,0.48555386,0.46984175,0.4785576,0.48085603,0.48308137,0.46535406,0.4675416,0.4753645,0.4753645,0.48163575,0.4780673,0.4745185,0.46868217,0.48239842,0.47678095,0.46873584,0.4600395,0.4594833,0.46449566,0.46449566,0.43336406,0.4896412,0.4900279,0.47508585,0.515015,0.48975316,0.4876161,0.4710978,0.45859456,0.45859456,0.34944072,0.26823214,0.48792076,0.5065169,0.5086386,0.5389533,0.52372324,0.5108046,0.49383736,0.3111823,0.3111823,0.3079571,0.3280763,0.52410936,0.54872,0.56789565,0.55508417,0.55353004,,0.59447664,0.59447664,0.43502006,0.39059815,0.36993074,0.54808235,0.55575496,0.48055786,0.45564952,0.5661887,0.6368207,0.5573594,0.5573594,0.46932626,0.42897847,0.3905839,0.5303636,0.5247507,0.42658466,0.4548768,0.50564307,0.5079209,0.4874703,0.4874703,0.4663103,0.4116163,0.4129231
474,2022-02-01,0.57402915,0.54573643,0.55265254,0.5549387,0.5506338,0.5443543,0.5529243,0.5446477,0.5379337,0.5241653,0.5235713,0.5612869,0.5529491,0.54802144,0.5227974,0.5236462,0.53523064,0.5304109,0.54053706,0.5118883,0.4921319,0.4932802,0.54326224,0.5311631,0.5014709,0.49457046,0.48700213,0.47964966,0.4849924,0.48423588,0.4660112,0.46165085,0.46531424,0.55540437,0.49896637,0.4935964,0.48524666,0.47278988,0.46316516,0.46904895,0.45067862,0.46268368,0.47950247,0.47950247,0.50704736,0.482931,0.4763061,0.47609246,0.4837932,0.46595678,0.45423967,0.4708302,0.47354537,0.47354537,0.4824871,0.48277885,0.48643538,0.47667864,0.48998517,0.48265305,0.45677724,0.46117505,0.46844423,0.47742146,0.47742146,0.49173278,0.49277925,0.4858911,0.4735342,0.4978116,0.48566535,0.4755692,0.48252884,0.49394482,0.49394482,0.4812936,0.49743837,0.5035219,0.50974804,0.50507134,0.5129671,0.50362635,0.5131737,0.5542251,0.531646,0.531646,0.5705613,0.54359984,0.5313048,0.562683,0.58137393,0.53428274,0.5313733,0.68257546,0.6645782,0.6645782,0.6630971,0.6180693,0.61354584,0.55359477,0.5908639,0.56581837,0.5691875,0.6188323,0.6407767,0.66385466,0.66385466,0.645811,0.607362,0.5507524,0.5203653,0.56828815,0.5583679,0.5931958,0.5901516,0.6079173,0.5858396,0.5858396,0.58101225,0.60009015,0.5350228
475,2022-02-08,0.5550125,0.5403948,0.57670367,0.56840026,0.54240036,0.5403733,0.55979586,0.54320306,0.53676504,0.5117859,0.52130103,0.56669456,0.55824775,0.5467648,0.5182327,0.52050555,0.52165365,0.51716864,0.5295457,0.5036248,0.48758775,0.49857685,0.540951,0.52179223,0.4939854,0.48563805,0.4796941,0.4715484,0.48565555,0.4840488,0.4561708,0.45363125,0.46358892,0.5380659,0.49034032,0.48497477,0.47554317,0.46794227,0.46160856,0.4616138,0.44853076,0.46101066,0.47031322,0.47031322,0.50397235,0.47425842,0.4716986,0.46763024,0.4769615,0.45539543,0.4389964,0.45986223,0.46696535,0.46696535,0.47680792,0.4813394,0.4859344,0.4692424,0.48132625,0.47537458,0.4490371,0.45437497,0.46488017,0.4739833,0.4739833,0.48684093,0.48500562,0.4735974,0.46702927,0.48266798,0.47585127,0.47608033,0.47868434,0.4931795,0.4931795,0.47382253,0.5157131,0.5004202,0.50708497,0.51074713,0.5101263,0.5059258,0.5248928,0.5424401,0.54021037,0.54021037,0.62439936,0.5713222,0.5254479,0.56019354,0.5945919,0.5246542,0.55768067,0.64432573,0.64362174,0.64362174,0.68284255,0.6510016,0.5608951,0.5536704,0.5780795,0.57735896,0.6453635,0.65241784,0.57403976,0.57799405,0.57799405,0.59939873,0.5760311,0.5720273,0.51071835,0.5350178,0.5532611,0.57251006,0.58475876,0.5919646,0.5893581,0.5893581,0.5866515,0.5674666,0.54520756
476,2022-02-15,0.52892077,0.5295996,0.5469428,0.5768997,0.5553558,0.551567,0.55299866,0.53500694,0.52924126,0.51526266,0.4963088,0.5595062,0.5414936,0.53936803,0.5240448,0.5118875,0.517015,0.5121136,0.5147014,0.5067045,0.48786125,0.4781772,0.5267038,0.50520575,0.47973716,0.48128855,0.47704825,0.47555166,0.47700265,0.471784,0.45860913,0.45257264,0.46117944,0.50897306,0.49090478,0.47077218,0.4702513,0.4611229,0.45729306,0.45918673,0.42717236,0.4513543,0.47350994,0.47350994,0.48357198,0.47944283,0.46106765,0.46965355,0.467612,0.4609451,0.43125448,0.4572866,0.4621719,0.4621719,0.46864656,0.4644418,0.46952185,0.47031826,0.4765042,0.460758,0.4447687,0.44581878,0.45482633,0.46032208,0.46032208,0.48161623,0.48451188,0.4665993,0.46672508,0.49342546,0.4579447,0.46211085,0.47227636,0.47552192,0.47552192,0.47792548,0.50018185,0.48638007,0.4916567,0.48882654,0.5042296,0.490305,0.5001576,0.53215647,0.5529342,0.5529342,0.5383461,0.5809659,0.51322705,0.5398744,0.5840564,0.5747208,0.5358793,0.56105447,0.59706736,0.59706736,0.56889546,0.6261547,0.61405885,0.55111754,0.5603713,0.5991424,0.58783925,0.5937162,0.5665265,0.57365626,0.57365626,0.5768037,0.597386,0.5662094,0.52330935,0.51911473,0.5490035,0.55709404,0.55402416,0.54385096,0.5386923,0.5386923,0.5693648,0.5823874,0.5656196
477,2022-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,2022-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001560852,0.00016273583,0.0018312015,0.004770186,0.004085155,0.004085155,,,,,,,,,0.0026626089,0.0026626089,0.005924776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,2022-03-08,0.453083,0.4603,0.5069485,0.533745,0.53553104,0.5283431,0.4990686,0.4753854,0.4876206,0.48831776,0.47002333,0.47508305,0.45225465,0.45942733,0.48306847,0.47694105,0.4758239,0.46777362,0.47704625,0.47957897,0.44811568,0.44967243,0.49054497,0.4641683,0.44854793,0.44813624,0.44642618,0.4456695,0.45382732,0.4487058,0.43018195,0.42436212,0.435883,0.46010095,0.45086867,0.44201276,0.43846267,0.43448257,0.42874336,0.416752,0.41083282,0.42934662,0.4460067,0.4460067,0.45160607,0.45020288,0.4344179,0.43589503,0.4416684,0.42081603,0.4070894,0.4345932,0.4346308,0.4346308,0.4524151,0.43465322,0.4392593,0.43738323,0.44480458,0.43601796,0.41535726,0.4253461,0.4335713,0.43355924,0.43355924,0.45537084,0.45547354,0.4362172,0.43110815,0.45659444,0.43042105,0.4412951,0.46076918,0.4626831,0.4626831,0.46555367,0.49589568,0.45774794,0.46643806,0.4811856,0.48177066,0.4616771,0.49896413,0.53105724,0.53815037,0.53815037,0.5431395,0.5768993,0.48374346,0.5128084,0.5458284,0.5191571,0.52753425,0.5686557,0.61640066,0.61640066,0.5981059,0.6262329,0.6195336,0.522795,0.5284204,0.539887,0.5060408,0.530966,0.5924119,0.6075513,0.6075513,0.607235,0.6090878,0.59829766,0.4838288,0.49517274,0.47682458,0.432078,0.5423605,0.569535,0.58397794,0.58397794,0.5891499,0.57425815,0.5631074
480,2022-03-15,0.53729844,0.52407765,0.530408,0.5237944,0.5064553,0.5028586,0.49957645,0.49722874,0.49401328,0.4708257,0.468237,0.52551097,0.5149258,0.49676096,0.47112998,0.46778393,0.46586823,0.46233794,0.49827904,0.47322685,0.44347695,0.44639632,0.5061305,0.45746064,0.44646966,0.4398693,0.44553107,0.4328019,0.4465454,0.43849227,0.41948578,0.41529077,0.4291773,0.5040864,0.4437991,0.438428,0.43329537,0.43140846,0.42484367,0.42208135,0.40761784,0.41827264,0.43661234,0.43661234,0.4594785,0.43758118,0.42908067,0.4358335,0.4432809,0.41983142,0.4047479,0.43149617,0.42859694,0.42859694,0.4407028,0.44266915,0.4404467,0.43400806,0.43393388,0.43443748,0.4142859,0.42070583,0.42811206,0.42958528,0.42958528,0.45423365,0.44726735,0.4387829,0.43241692,0.44596893,0.4434179,0.43924108,0.4487578,0.45372576,0.45372576,0.4573092,0.4725192,0.4523017,0.46280614,0.4697887,0.46516573,0.47411066,0.4861252,0.50974756,0.5084428,0.5084428,0.52433276,0.5347646,0.4746104,0.5045504,0.5472314,0.5155937,0.5164942,0.5578023,0.5991329,0.5991329,0.5664882,0.5806101,0.568834,0.49692968,0.5166058,0.5454613,0.5286877,0.5533237,0.59011513,0.58583975,0.58583975,0.58637786,0.57812744,0.5700062,0.46889496,0.48103964,0.4950601,0.5549579,0.5663875,0.59355605,0.5872148,0.5872148,0.57573247,0.56011415,0.54948616
481,2022-03-22,0.53729844,0.52407765,0.530408,0.5237944,0.5064553,0.5028586,0.49957645,0.49722874,0.49401328,0.4708257,0.468237,0.52551097,0.5149258,0.49676096,0.47112998,0.46778393,0.46586823,0.46233794,0.49827904,0.47322685,0.44347695,0.44639632,0.5061305,0.45746064,0.44646966,0.4398693,0.44553107,0.4328019,0.4465454,0.43849227,0.41948578,0.41529077,0.4291773,0.5040864,0.4437991,0.438428,0.43329537,0.43140846,0.42484367,0.42208135,0.40761784,0.41827264,0.43661234,0.43661234,0.4594785,0.43758118,0.42908067,0.4358335,0.4432809,0.41983142,0.4047479,0.43149617,0.42859694,0.42859694,0.4407028,0.44266915,0.4404467,0.43400806,0.43393388,0.43443748,0.4142859,0.42070583,0.42811206,0.42958528,0.42958528,0.45423365,0.44726735,0.4387829,0.43241692,0.44596893,0.4434179,0.43924108,0.4487578,0.45372576,0.45372576,0.4573092,0.4725192,0.4523017,0.46280614,0.4697887,0.46516573,0.47411066,0.4861252,0.50974756,0.5084428,0.5084428,0.52433276,0.5347646,0.4746104,0.5045504,0.5472314,0.5155937,0.5164942,0.5578023,0.5991329,0.5991329,0.5664882,0.5806101,0.568834,0.49692968,0.5166058,0.5454613,0.5286877,0.5533237,0.59011513,0.58583975,0.58583975,0.58637786,0.57812744,0.5700062,0.46889496,0.48103964,0.4950601,0.5549579,0.5663875,0.59355605,0.5872148,0.5872148,0.57573247,0.56011415,0.54948616
482,2022-03-29,,,,,,,,,,,,,,,0.0063952645,,,,,,,,,,,0.009290353,,0.0076462897,,,,,,,,0.00721429,,0.007948944,0.008705315,0.0074125053,0.0076821614,0.005818211,0.006942159,0.006942159,,,,,,,0.0072937952,0.007997404,0.007753037,0.007753037,0.0070932503,0.0079651475,0.007353569,,,,,,,,,,0.006505543,0.007918832,,,,,,,,,,0.0083688265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,2022-04-05,0.6456113,0.63941914,0.64893436,0.6374988,0.6072263,0.58262974,0.58786404,0.5776942,0.574251,0.55463743,0.53174007,0.61852866,0.59285176,0.5644558,0.5490079,0.54232526,0.5355069,0.53391373,0.5377238,0.51939505,0.49650982,0.51633257,0.5541269,0.5108066,0.48305148,0.48069948,0.4883096,0.48237792,0.49309555,0.47986352,0.4558646,0.4703238,0.4799383,0.5399792,0.47396672,0.46370363,0.45643973,0.468128,0.47149676,0.48438254,0.44102532,0.46521324,0.48311847,0.48311847,0.4994918,0.47137368,0.46113896,0.46925402,0.5229168,0.47215155,0.46089676,0.47612527,0.47921458,0.47921458,0.48973584,0.4806428,0.49623743,0.5115212,0.5107706,0.49981868,0.47890693,0.48499593,0.47757763,0.47001052,0.47001052,0.48749882,0.5047084,0.50666094,0.51071376,0.5044727,0.5040303,0.5101249,0.52241695,0.51263744,0.51263744,0.4931305,0.5074689,0.5312199,0.546396,0.5397626,0.5299608,0.53388554,0.5589413,0.5752217,0.5846733,0.5846733,0.593072,0.6100639,0.5672289,0.5843452,0.6074117,0.56480163,0.593771,0.62604684,0.6919147,0.6919147,0.6639071,0.68203753,0.65120816,0.5799208,0.5918607,0.61382866,0.59647715,0.6381486,0.66417134,0.677301,0.677301,0.6704309,0.66516745,0.6361035,0.535616,0.5621465,0.57997996,0.63427675,0.6610421,0.65209544,0.6661743,0.6661743,0.65478253,0.63538754,0.61686933
484,2022-04-12,0.5296517,0.51735723,0.5522061,0.54150665,0.53087556,0.54178566,0.5365813,0.5190779,0.519397,0.52062225,0.51884604,0.5332732,0.5265467,0.5295264,0.5234583,0.5035126,0.51055115,0.50298935,0.49155113,0.4864692,0.4970679,0.5263742,0.49278587,0.48699683,0.46626455,0.47330144,0.47812328,0.47919723,0.4760944,0.46482578,0.4634249,0.49828252,0.526368,0.46365517,0.47003648,0.4639339,0.4652637,0.48392767,0.49223703,0.4813317,0.47192305,0.50382125,0.52665204,0.52665204,0.46641123,0.4805269,0.4717892,0.49106687,0.5540656,0.5157225,0.489906,0.5127864,0.5234696,0.5234696,0.5217811,0.47409347,0.529063,0.5420037,0.5451641,0.52827466,0.53041553,0.5362253,0.5217019,0.51422733,0.51422733,0.5211937,0.52475613,0.5539792,0.5302391,0.5472763,0.5331602,0.5517198,0.5764306,0.5377679,0.5377679,0.5189632,0.5259083,0.5424185,0.5722093,0.5418125,0.5665152,0.55128443,0.5697848,0.5777483,0.56498903,0.56498903,0.5467907,0.56729984,0.56773496,0.58761865,0.5956327,0.5895994,0.576742,0.58551717,0.5968094,0.5968094,0.59596545,0.593038,0.57535607,0.58048433,0.5927117,0.6033225,0.5899104,0.594857,0.58603895,0.59098715,0.59098715,0.5956373,0.5955223,0.58690387,0.55530715,0.5633104,0.57189393,0.56433016,0.58778137,0.5879319,0.58650386,0.58650386,0.59331363,0.589826,0.59275305
485,2022-04-19,0.38383615,0.3962639,0.2526655,0.16896193,0.15738025,,,,0.18689577,0.27524674,0.5898939,0.20590764,0.37598228,0.3766162,,,,,,,0.26511458,0.56063986,0.18104643,0.30549902,0.25605673,,,,,,0.17555112,0.31087792,0.31967628,0.16247363,0.19657739,0.16184053,,,,,,,0.17386627,0.17386627,,,,,,,0.2051487,,,,,,,,,,0.19324666,0.25006798,0.21993876,0.20479542,0.20479542,0.21394464,,,,,,0.19194391,0.32385626,0.35922867,0.35922867,0.4567442,0.47547323,,,,,,0.21076635,0.29238102,0.42733335,0.42733335,0.45333636,0.39781928,,,,,,0.22341259,0.31802687,0.31802687,0.42515007,0.50815004,0.5589133,,,,,,0.3421326,0.35706255,0.35706255,0.5242018,0.75636274,0.82491887,,,,,0.21672338,0.37306893,0.41233262,0.41233262,0.6261231,0.7865522,0.84072834
486,2022-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,2022-05-03,0.69561076,0.6384398,0.6151846,0.63553447,0.74503684,0.8404855,0.78526384,0.8073896,0.84249157,0.86186576,0.8557929,0.7389937,0.681749,0.7049033,0.71604383,0.7418528,0.79331213,0.7231922,0.77554566,0.8282311,0.8586032,0.86411226,0.6850585,0.7574978,0.7597158,0.73086405,0.7255491,0.7196262,0.7137291,0.7240934,0.80202836,0.8629221,0.8654706,0.56409365,0.6726511,0.70236284,0.7193935,0.71778655,0.7259315,0.77148116,0.819639,0.8706684,0.8695368,0.8695368,0.65144116,0.7213494,0.78523433,0.71653897,0.77776,0.7911232,0.78272897,0.80386424,0.8476254,0.8476254,0.8684367,0.61284643,0.6463514,0.7055734,0.8318144,0.76868236,0.71813923,0.7491716,0.8227327,0.8298689,0.8298689,0.84430945,0.49541605,0.56914335,0.6628327,0.73025095,0.7623962,0.71150315,0.7178674,0.77127683,0.77127683,0.76939,0.79798573,0.4705381,0.5296451,0.64379597,0.6553889,0.7222082,0.74329543,0.699996,0.7285975,0.7285975,0.7328002,0.7352641,0.4856664,0.5673156,0.6159273,0.6362515,0.7131389,0.7706043,0.68593526,0.68593526,0.7153234,0.7423381,0.7586099,0.5297477,0.67206705,0.6528418,0.6904751,0.7385694,0.76832753,0.6662949,0.6662949,0.6938509,0.72770923,0.76648104,0.54694885,0.6561624,0.6783711,0.72738826,0.8169905,0.7745781,0.7153771,0.7153771,0.7174906,0.7045784,0.7505431
488,2022-05-10,0.88845325,0.8818799,0.8915746,0.8952314,0.89425737,0.8965192,0.89784193,0.895823,0.8945666,0.89935917,0.8985055,0.886504,0.89127475,0.89252084,0.89559233,0.8981033,0.8950822,,0.8844601,0.8891049,0.8988406,0.9040851,0.85207945,0.88706124,0.8937944,,,,,,,0.9015684,0.90691614,0.8146738,,,,,,,,0.9068593,0.90942377,0.90942377,,,,,,,,0.90570474,0.9069754,0.9069754,0.90879065,,,,0.89613074,,,0.90638065,0.90455997,0.9071813,0.9071813,0.9052574,,,,,,,0.9068368,0.9061154,0.9061154,0.90470755,0.897069,,,,,0.903937,0.90552485,0.90325516,0.9008987,0.9008987,0.8967623,0.89080316,,0.89592034,,,0.89849776,0.8951932,0.8938531,0.8938531,0.89506465,0.8934518,0.8943781,,0.89501286,0.8993481,0.8989648,0.88570297,0.8854408,0.88977045,0.88977045,0.8910878,0.8928174,0.8964649,,0.8933147,0.89360726,0.8924047,0.8848859,0.88748056,0.8870502,0.8870502,0.8905876,0.8925398,0.8958037
489,2022-05-17,0.88845325,0.8818799,0.8915746,0.8952314,0.89425737,0.8965192,0.89784193,0.895823,0.8945666,0.89935917,0.8985055,0.886504,0.89127475,0.89252084,0.89559233,0.8981033,0.8950822,0.8923971,0.8844601,0.8891049,0.8988406,0.9040851,0.85207945,0.88706124,0.8937944,0.8948189,0.9004439,0.89826447,0.8920626,0.8744891,0.8820586,0.9015684,0.90691614,0.8146738,0.8952898,0.89923215,0.89766884,0.90111345,0.900672,0.8919726,0.897394,0.9068593,0.90942377,0.90942377,0.8749062,0.8977597,0.8987241,0.8985112,0.8991468,0.9025634,0.90242946,0.90570474,0.9069754,0.9069754,0.90879065,0.88962895,0.89922804,0.89771265,0.89613074,0.90590227,0.9092549,0.90638065,0.90455997,0.9071813,0.9071813,0.9052574,0.89546424,0.8966861,0.89519954,0.8942397,0.9032804,0.9074783,0.9068368,0.9061154,0.9061154,0.90470755,0.897069,0.89794225,0.8987374,0.8983368,0.9010767,0.903937,0.90552485,0.90325516,0.9008987,0.9008987,0.8967623,0.89080316,0.8938862,0.89592034,0.9011474,0.90068686,0.89849776,0.8951932,0.8938531,0.8938531,0.89506465,0.8934518,0.8943781,0.8902146,0.89501286,0.8993481,0.8989648,0.88570297,0.8854408,0.88977045,0.88977045,0.8910878,0.8928174,0.8964649,0.88414824,0.8933147,0.89360726,0.8924047,0.8848859,0.88748056,0.8870502,0.8870502,0.8905876,0.8925398,0.8958037
490,2022-05-24,0.8196833,0.8171188,0.8219098,0.8285902,0.8284916,0.8335611,0.83635575,0.8340433,0.8295106,0.83547986,0.83809364,0.81946176,0.8300493,0.82795155,0.8319933,0.83614236,0.8329918,0.82833374,0.82349163,0.82633305,0.836846,0.8466965,0.81669146,0.823373,0.8354295,0.83706534,0.83929825,0.83605635,0.8271644,0.8204487,0.8187875,0.8390818,0.84064573,0.78923434,0.8194,0.84080434,0.840342,0.8386153,0.8376047,0.82901055,0.836293,0.84274703,0.8426808,0.8426808,0.81829673,0.83749616,0.83677083,0.83584136,0.8346568,0.8386989,0.83544785,0.8417931,0.8430462,0.8430462,0.8453778,0.8319158,0.83978325,0.83774835,0.83623374,0.84204406,0.8441076,0.8409489,0.8411379,0.84156346,0.84156346,0.84377605,0.84469557,0.8405976,0.8386264,0.8363566,0.84300905,0.8454211,0.84475505,0.8432781,0.8432781,0.84118676,0.83473426,0.8460107,0.8420523,0.8412452,0.8419363,0.8447515,0.8424934,0.83881485,0.83560807,0.83560807,0.8250178,0.8223263,0.846528,0.8403119,0.84316295,0.84291697,0.8318553,0.82426167,0.82189924,0.82189924,0.8250925,0.8170432,0.8224096,0.83980685,0.8392851,0.84047,0.8284774,0.81472665,0.8169916,0.8218792,0.8218792,0.82446545,0.8226981,0.8280287,0.8288369,0.83579063,0.8345491,0.81876296,0.81873286,0.82026964,0.81988424,0.81988424,0.81735533,0.8192631,0.8270569
491,2022-05-31,0.9015048,0.89711,0.9001603,0.90296614,0.9024243,0.9052862,0.9080864,0.90603805,0.9031149,0.9066949,0.90884817,0.89616364,0.9029516,0.901728,0.9051092,0.9071178,0.905618,0.9015298,0.89497185,0.8975778,0.9061207,0.91212076,0.86395127,0.8943205,0.90618736,0.906588,0.9101712,0.907428,0.90027654,0.8829819,0.8805874,0.9077755,0.91179645,0.8517339,0.8948064,0.91108423,0.9087255,0.91069925,0.9086013,0.9003634,0.90162784,0.9127925,0.91427964,0.91427964,0.89022136,0.90409315,0.90916485,0.9084269,0.9073475,0.9084523,0.909383,0.91153175,0.91552526,0.91552526,0.91609246,0.90228355,0.9093139,0.90961164,0.9065389,0.9129709,0.9163973,0.9115614,0.91205204,0.9146163,0.9146163,0.91325945,0.90674204,0.90743333,0.9080465,0.9084288,0.9102907,0.9155245,0.91214985,0.91363037,0.91363037,0.9137598,0.9102689,0.9073109,0.90728,0.9090845,0.91057706,0.91207397,0.9127986,0.9118874,0.90992403,0.90992403,0.91043967,0.90370697,0.90585035,0.90711355,0.9119675,0.9115921,0.90717316,0.9046574,0.90651894,0.90651894,0.9067721,0.90482634,0.90399694,0.9008074,0.9056895,0.9090188,0.9132833,0.90193766,0.89817345,0.89967984,0.89967984,0.9027037,0.9021176,0.9049451,0.8958837,0.90467155,0.90490544,0.9056932,0.9022683,0.89766055,0.8962674,0.8962674,0.8994151,0.9008101,0.9044624
492,2022-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,2022-06-14,,,0.40587103,0.40702498,,,,,,,,0.4125633,,,,,,,,,,,0.48855287,,,,,,,,,,,0.5823832,0.49643868,,,,,,,,,,0.54361266,0.49945793,,,,,,,,,,0.49194667,0.4867665,0.48950464,0.4942368,0.50563145,,,,,,,0.5269928,0.5348409,0.5254597,0.5039243,0.50029755,0.51292366,0.51853406,,,,,0.58639306,0.57224876,0.5716969,0.5369737,0.5288185,0.5653246,0.60130686,0.5334915,0.5334915,0.4629867,,0.6437613,0.6157431,0.5912896,0.5609772,0.56924313,0.61895627,0.6638827,0.6638827,0.6115742,0.5122512,,0.664852,0.6702564,0.65123516,0.6235665,0.62992805,0.64999485,0.64653033,0.64653033,0.6141238,0.49955696,,0.7278361,0.72867,0.7169604,0.7140555,0.697102,0.6800174,0.632463,0.632463,0.5760108,0.49599737,
